Date,IT Dep.,CostElement,Country,Budget
1/09/2020,Mobility,Depreciation,USA,"2,059"
1/10/2020,Mobility,Depreciation,USA,"1,419"
1/11/2020,Mobility,Depreciation,USA,"1,419"
1/12/2020,Mobility,Depreciation,USA,873
1/01/2020,Mobility,External Labor,USA,"48,020"
1/02/2020,Mobility,External Labor,USA,"48,020"
1/03/2020,Mobility,External Labor,USA,"222,362"
1/04/2020,Mobility,External Labor,USA,"189,998"
1/05/2020,Mobility,External Labor,USA,"189,998"
1/06/2020,Mobility,External Labor,USA,"189,998"
1/07/2020,Mobility,External Labor,USA,"181,879"
1/08/2020,Mobility,External Labor,USA,"181,879"
1/09/2020,Mobility,External Labor,USA,"181,879"
1/10/2020,Mobility,External Labor,USA,"175,178"
1/11/2020,Mobility,External Labor,USA,"175,178"
1/12/2020,Mobility,External Labor,USA,"175,178"
1/01/2020,Mobility,Hardware,USA,45
1/02/2020,Mobility,Hardware,USA,45
1/03/2020,Mobility,Hardware,USA,45
1/04/2020,Mobility,Hardware,USA,45
1/05/2020,Mobility,Hardware,USA,45
1/06/2020,Mobility,Hardware,USA,45
1/07/2020,Mobility,Hardware,USA,45
1/08/2020,Mobility,Hardware,USA,45
1/09/2020,Mobility,Hardware,USA,45
1/10/2020,Mobility,Hardware,USA,45
1/11/2020,Mobility,Hardware,USA,45
1/12/2020,Mobility,Hardware,USA,45
1/03/2020,Mobility,Hardware Maintenance,USA,150
1/06/2020,Mobility,Hardware Maintenance,USA,150
1/09/2020,Mobility,Hardware Maintenance,USA,150
1/12/2020,Mobility,Hardware Maintenance,USA,150
1/01/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/02/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/03/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/04/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/05/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/06/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/07/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/08/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/09/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/10/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/11/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/12/2020,Mobility,Outbound Allocations,United Kingdom,"1,443"
1/01/2020,Mobility,Software,USA,"2,811"
1/02/2020,Mobility,Software,USA,"2,811"
1/03/2020,Mobility,Software,USA,"2,811"
1/04/2020,Mobility,Software,USA,"2,811"
1/05/2020,Mobility,Software,USA,"2,811"
1/06/2020,Mobility,Software,USA,"2,811"
1/07/2020,Mobility,Software,USA,"2,811"
1/08/2020,Mobility,Software,USA,"2,811"
1/09/2020,Mobility,Software,USA,"2,811"
1/10/2020,Mobility,Software,USA,"2,811"
1/11/2020,Mobility,Software,USA,"2,811"
1/12/2020,Mobility,Software,USA,"2,811"
1/01/2020,Mobility,Software Maintenance,USA,"23,204"
1/02/2020,Mobility,Software Maintenance,USA,"23,309"
1/03/2020,Mobility,Software Maintenance,USA,"23,204"
1/04/2020,Mobility,Software Maintenance,USA,"23,204"
1/05/2020,Mobility,Software Maintenance,USA,"23,204"
1/06/2020,Mobility,Software Maintenance,USA,"23,842"
1/07/2020,Mobility,Software Maintenance,USA,"21,877"
1/08/2020,Mobility,Software Maintenance,USA,"21,637"
1/09/2020,Mobility,Software Maintenance,USA,"42,037"
1/10/2020,Mobility,Software Maintenance,USA,"21,637"
1/11/2020,Mobility,Software Maintenance,USA,"21,637"
1/12/2020,Mobility,Software Maintenance,USA,"50,137"
1/01/2020,Mobility,Supplies,USA,15
1/02/2020,Mobility,Supplies,USA,15
1/03/2020,Mobility,Supplies,USA,15
1/04/2020,Mobility,Supplies,USA,15
1/05/2020,Mobility,Supplies,USA,15
1/06/2020,Mobility,Supplies,USA,15
1/07/2020,Mobility,Supplies,USA,15
1/08/2020,Mobility,Supplies,USA,15
1/09/2020,Mobility,Supplies,USA,15
1/10/2020,Mobility,Supplies,USA,15
1/11/2020,Mobility,Supplies,USA,15
1/12/2020,Mobility,Supplies,USA,15
1/01/2020,Mobility,Taxes,USA,593
1/02/2020,Mobility,Taxes,USA,593
1/03/2020,Mobility,Taxes,USA,593
1/04/2020,Mobility,Taxes,USA,593
1/05/2020,Mobility,Taxes,USA,593
1/06/2020,Mobility,Taxes,USA,593
1/07/2020,Mobility,Taxes,USA,593
1/08/2020,Mobility,Taxes,USA,593
1/09/2020,Mobility,Taxes,USA,593
1/10/2020,Mobility,Taxes,USA,593
1/11/2020,Mobility,Taxes,USA,593
1/12/2020,Mobility,Taxes,USA,593
1/01/2020,Mobility,Telecomm,USA,"1,620"
1/02/2020,Mobility,Telecomm,USA,"1,620"
1/03/2020,Mobility,Telecomm,USA,"1,620"
1/04/2020,Mobility,Telecomm,USA,"1,620"
1/05/2020,Mobility,Telecomm,USA,"1,620"
1/06/2020,Mobility,Telecomm,USA,"1,620"
1/07/2020,Mobility,Telecomm,USA,"1,620"
1/08/2020,Mobility,Telecomm,USA,"1,620"
1/09/2020,Mobility,Telecomm,USA,"1,620"
1/10/2020,Mobility,Telecomm,USA,"1,620"
1/11/2020,Mobility,Telecomm,USA,"1,620"
1/12/2020,Mobility,Telecomm,USA,"1,620"
1/03/2020,Mobility,Training,USA,563
1/06/2020,Mobility,Training,USA,563
1/09/2020,Mobility,Training,USA,563
1/12/2020,Mobility,Training,USA,563
1/01/2020,Mobility,Travel,USA,180
1/02/2020,Mobility,Travel,USA,180
1/03/2020,Mobility,Travel,USA,180
1/04/2020,Mobility,Travel,USA,180
1/05/2020,Mobility,Travel,USA,180
1/06/2020,Mobility,Travel,USA,180
1/07/2020,Mobility,Travel,USA,180
1/08/2020,Mobility,Travel,USA,180
1/09/2020,Mobility,Travel,USA,180
1/10/2020,Mobility,Travel,USA,180
1/11/2020,Mobility,Travel,USA,180
1/12/2020,Mobility,Travel,USA,180
1/01/2020,Networking,Administrative,USA,"-316,925"
1/02/2020,Networking,Administrative,USA,"-316,925"
1/03/2020,Networking,Administrative,USA,"-316,925"
1/04/2020,Networking,Administrative,USA,"-316,925"
1/05/2020,Networking,Administrative,USA,"-316,925"
1/06/2020,Networking,Administrative,USA,"-316,925"
1/07/2020,Networking,Administrative,USA,"-316,925"
1/08/2020,Networking,Administrative,USA,"-316,925"
1/09/2020,Networking,Administrative,USA,"-316,925"
1/10/2020,Networking,Administrative,USA,"-316,925"
1/11/2020,Networking,Administrative,USA,"-316,925"
1/12/2020,Networking,Administrative,USA,"-316,925"
1/01/2020,Networking,Amortization,USA,"1,025"
1/02/2020,Networking,Amortization,USA,"1,025"
1/03/2020,Networking,Amortization,USA,"1,025"
1/04/2020,Networking,Amortization,USA,"1,025"
1/05/2020,Networking,Amortization,USA,"1,025"
1/06/2020,Networking,Amortization,USA,"1,025"
1/07/2020,Networking,Amortization,USA,"1,025"
1/08/2020,Networking,Amortization,USA,"1,025"
1/09/2020,Networking,Amortization,USA,615
1/10/2020,Networking,Amortization,USA,615
1/11/2020,Networking,Amortization,USA,615
1/12/2020,Networking,Amortization,USA,615
1/01/2020,Networking,Depreciation,Canada,304
1/02/2020,Networking,Depreciation,Canada,304
1/03/2020,Networking,Depreciation,Canada,304
1/04/2020,Networking,Depreciation,Canada,304
1/05/2020,Networking,Depreciation,Canada,304
1/06/2020,Networking,Depreciation,Canada,304
1/07/2020,Networking,Depreciation,Canada,304
1/08/2020,Networking,Depreciation,Canada,304
1/09/2020,Networking,Depreciation,Canada,304
1/10/2020,Networking,Depreciation,Canada,304
1/11/2020,Networking,Depreciation,Canada,304
1/12/2020,Networking,Depreciation,Canada,304
1/01/2020,Networking,Depreciation,Mexico,5
1/02/2020,Networking,Depreciation,Mexico,5
1/03/2020,Networking,Depreciation,Mexico,5
1/04/2020,Networking,Depreciation,Mexico,5
1/05/2020,Networking,Depreciation,Mexico,5
1/06/2020,Networking,Depreciation,Mexico,5
1/07/2020,Networking,Depreciation,Mexico,5
1/08/2020,Networking,Depreciation,Mexico,5
1/09/2020,Networking,Depreciation,Mexico,5
1/10/2020,Networking,Depreciation,Mexico,5
1/11/2020,Networking,Depreciation,Mexico,5
1/12/2020,Networking,Depreciation,Mexico,5
1/01/2020,Networking,Depreciation,USA,"50,716"
1/02/2020,Networking,Depreciation,USA,"50,716"
1/03/2020,Networking,Depreciation,USA,"50,716"
1/04/2020,Networking,Depreciation,USA,"50,716"
1/05/2020,Networking,Depreciation,USA,"50,716"
1/06/2020,Networking,Depreciation,USA,"50,716"
1/07/2020,Networking,Depreciation,USA,"50,716"
1/08/2020,Networking,Depreciation,USA,"50,716"
1/09/2020,Networking,Depreciation,USA,"50,716"
1/10/2020,Networking,Depreciation,USA,"50,716"
1/11/2020,Networking,Depreciation,USA,"50,716"
1/12/2020,Networking,Depreciation,USA,"50,716"
1/01/2020,Networking,Employee Performance,USA,94
1/02/2020,Networking,Employee Performance,USA,94
1/03/2020,Networking,Employee Performance,USA,94
1/04/2020,Networking,Employee Performance,USA,94
1/05/2020,Networking,Employee Performance,USA,94
1/06/2020,Networking,Employee Performance,USA,94
1/07/2020,Networking,Employee Performance,USA,94
1/08/2020,Networking,Employee Performance,USA,94
1/09/2020,Networking,Employee Performance,USA,94
1/10/2020,Networking,Employee Performance,USA,94
1/11/2020,Networking,Employee Performance,USA,94
1/12/2020,Networking,Employee Performance,USA,94
1/03/2020,Networking,External Labor,Germany,"1,083"
1/04/2020,Networking,External Labor,Germany,"1,083"
1/05/2020,Networking,External Labor,Germany,"1,083"
1/06/2020,Networking,External Labor,Germany,"1,083"
1/07/2020,Networking,External Labor,Germany,"1,083"
1/08/2020,Networking,External Labor,Germany,"1,083"
1/09/2020,Networking,External Labor,Germany,"1,083"
1/10/2020,Networking,External Labor,Germany,"1,083"
1/11/2020,Networking,External Labor,Germany,"1,083"
1/12/2020,Networking,External Labor,Germany,"1,083"
1/01/2020,Networking,External Labor,Mexico,"18,291"
1/02/2020,Networking,External Labor,Mexico,"18,291"
1/03/2020,Networking,External Labor,Mexico,"18,291"
1/04/2020,Networking,External Labor,Mexico,"18,291"
1/05/2020,Networking,External Labor,Mexico,"18,291"
1/06/2020,Networking,External Labor,Mexico,"18,291"
1/07/2020,Networking,External Labor,Mexico,"18,291"
1/08/2020,Networking,External Labor,Mexico,"18,291"
1/09/2020,Networking,External Labor,Mexico,"18,291"
1/10/2020,Networking,External Labor,Mexico,"18,291"
1/11/2020,Networking,External Labor,Mexico,"18,291"
1/12/2020,Networking,External Labor,Mexico,"18,291"
1/01/2020,Networking,External Labor,United Kingdom,"105,384"
1/02/2020,Networking,External Labor,United Kingdom,"105,384"
1/03/2020,Networking,External Labor,United Kingdom,"105,384"
1/04/2020,Networking,External Labor,United Kingdom,"105,384"
1/05/2020,Networking,External Labor,United Kingdom,"105,384"
1/06/2020,Networking,External Labor,United Kingdom,"105,384"
1/07/2020,Networking,External Labor,United Kingdom,"106,024"
1/08/2020,Networking,External Labor,United Kingdom,"106,024"
1/09/2020,Networking,External Labor,United Kingdom,"106,024"
1/10/2020,Networking,External Labor,United Kingdom,"106,024"
1/11/2020,Networking,External Labor,United Kingdom,"106,024"
1/12/2020,Networking,External Labor,United Kingdom,"106,024"
1/01/2020,Networking,External Labor,USA,"242,943"
1/02/2020,Networking,External Labor,USA,"242,943"
1/03/2020,Networking,External Labor,USA,"242,943"
1/04/2020,Networking,External Labor,USA,"233,943"
1/05/2020,Networking,External Labor,USA,"233,943"
1/06/2020,Networking,External Labor,USA,"233,943"
1/07/2020,Networking,External Labor,USA,"233,943"
1/08/2020,Networking,External Labor,USA,"233,943"
1/09/2020,Networking,External Labor,USA,"233,943"
1/10/2020,Networking,External Labor,USA,"233,943"
1/11/2020,Networking,External Labor,USA,"230,697"
1/12/2020,Networking,External Labor,USA,"230,697"
1/01/2020,Networking,Hardware,United Kingdom,"103,211"
1/02/2020,Networking,Hardware,United Kingdom,"103,211"
1/03/2020,Networking,Hardware,United Kingdom,"103,211"
1/04/2020,Networking,Hardware,United Kingdom,"103,211"
1/05/2020,Networking,Hardware,United Kingdom,"103,211"
1/06/2020,Networking,Hardware,United Kingdom,"103,211"
1/07/2020,Networking,Hardware,United Kingdom,"103,211"
1/08/2020,Networking,Hardware,United Kingdom,"103,211"
1/09/2020,Networking,Hardware,United Kingdom,"103,211"
1/10/2020,Networking,Hardware,United Kingdom,"103,211"
1/11/2020,Networking,Hardware,United Kingdom,"103,211"
1/12/2020,Networking,Hardware,United Kingdom,"103,211"
1/01/2020,Networking,Hardware,USA,"257,970"
1/02/2020,Networking,Hardware,USA,"237,626"
1/03/2020,Networking,Hardware,USA,"441,176"
1/04/2020,Networking,Hardware,USA,"237,626"
1/05/2020,Networking,Hardware,USA,"237,626"
1/06/2020,Networking,Hardware,USA,"441,176"
1/07/2020,Networking,Hardware,USA,"239,426"
1/08/2020,Networking,Hardware,USA,"237,626"
1/09/2020,Networking,Hardware,USA,"441,176"
1/10/2020,Networking,Hardware,USA,"237,626"
1/11/2020,Networking,Hardware,USA,"237,626"
1/12/2020,Networking,Hardware,USA,"441,176"
1/01/2020,Networking,Hardware Maintenance,USA,"7,718"
1/02/2020,Networking,Hardware Maintenance,USA,"3,615"
1/03/2020,Networking,Hardware Maintenance,USA,"3,615"
1/04/2020,Networking,Hardware Maintenance,USA,"7,718"
1/05/2020,Networking,Hardware Maintenance,USA,"3,615"
1/06/2020,Networking,Hardware Maintenance,USA,"3,615"
1/07/2020,Networking,Hardware Maintenance,USA,"7,802"
1/08/2020,Networking,Hardware Maintenance,USA,"3,615"
1/09/2020,Networking,Hardware Maintenance,USA,"3,615"
1/10/2020,Networking,Hardware Maintenance,USA,"7,802"
1/11/2020,Networking,Hardware Maintenance,USA,"3,615"
1/12/2020,Networking,Hardware Maintenance,USA,"3,615"
1/01/2020,Networking,Internal Labor,Germany,"23,082"
1/02/2020,Networking,Internal Labor,Germany,"23,082"
1/03/2020,Networking,Internal Labor,Germany,"23,082"
1/04/2020,Networking,Internal Labor,Germany,"16,186"
1/05/2020,Networking,Internal Labor,Germany,"16,186"
1/06/2020,Networking,Internal Labor,Germany,"16,186"
1/07/2020,Networking,Internal Labor,Germany,"16,186"
1/08/2020,Networking,Internal Labor,Germany,"16,186"
1/09/2020,Networking,Internal Labor,Germany,"16,186"
1/10/2020,Networking,Internal Labor,Germany,"16,186"
1/11/2020,Networking,Internal Labor,Germany,"16,186"
1/12/2020,Networking,Internal Labor,Germany,"16,186"
1/01/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/02/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/03/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/04/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/05/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/06/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/07/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/08/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/09/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/10/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/11/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/12/2020,Networking,Internal Labor,United Kingdom,"22,514"
1/01/2020,Networking,Internal Labor,USA,"54,929"
1/02/2020,Networking,Internal Labor,USA,"57,223"
1/03/2020,Networking,Internal Labor,USA,"60,491"
1/04/2020,Networking,Internal Labor,USA,"56,056"
1/05/2020,Networking,Internal Labor,USA,"56,056"
1/06/2020,Networking,Internal Labor,USA,"56,056"
1/07/2020,Networking,Internal Labor,USA,"56,454"
1/08/2020,Networking,Internal Labor,USA,"56,407"
1/09/2020,Networking,Internal Labor,USA,"56,241"
1/10/2020,Networking,Internal Labor,USA,"57,581"
1/11/2020,Networking,Internal Labor,USA,"57,302"
1/12/2020,Networking,Internal Labor,USA,"56,954"
1/01/2020,Networking,Other,USA,"3,155"
1/02/2020,Networking,Other,USA,"3,864"
1/03/2020,Networking,Other,USA,"3,820"
1/04/2020,Networking,Other,USA,"3,283"
1/05/2020,Networking,Other,USA,"3,305"
1/06/2020,Networking,Other,USA,"3,155"
1/07/2020,Networking,Other,USA,"3,155"
1/08/2020,Networking,Other,USA,"3,847"
1/09/2020,Networking,Other,USA,"3,155"
1/10/2020,Networking,Other,USA,"3,155"
1/11/2020,Networking,Other,USA,"3,847"
1/12/2020,Networking,Other,USA,"3,155"
1/01/2020,Networking,Recognition,USA,24
1/02/2020,Networking,Recognition,USA,24
1/03/2020,Networking,Recognition,USA,24
1/04/2020,Networking,Recognition,USA,24
1/05/2020,Networking,Recognition,USA,24
1/06/2020,Networking,Recognition,USA,24
1/07/2020,Networking,Recognition,USA,24
1/08/2020,Networking,Recognition,USA,24
1/09/2020,Networking,Recognition,USA,24
1/10/2020,Networking,Recognition,USA,24
1/11/2020,Networking,Recognition,USA,24
1/12/2020,Networking,Recognition,USA,24
1/01/2020,Networking,Software,USA,260
1/02/2020,Networking,Software,USA,260
1/03/2020,Networking,Software,USA,260
1/04/2020,Networking,Software,USA,260
1/05/2020,Networking,Software,USA,260
1/06/2020,Networking,Software,USA,260
1/07/2020,Networking,Software,USA,260
1/08/2020,Networking,Software,USA,260
1/09/2020,Networking,Software,USA,260
1/10/2020,Networking,Software,USA,260
1/11/2020,Networking,Software,USA,260
1/12/2020,Networking,Software,USA,260
1/01/2020,Networking,Software Maintenance,United Kingdom,"26,689"
1/02/2020,Networking,Software Maintenance,United Kingdom,"3,289"
1/03/2020,Networking,Software Maintenance,United Kingdom,"3,289"
1/04/2020,Networking,Software Maintenance,United Kingdom,"18,471"
1/05/2020,Networking,Software Maintenance,United Kingdom,"8,250"
1/06/2020,Networking,Software Maintenance,United Kingdom,"8,250"
1/07/2020,Networking,Software Maintenance,United Kingdom,"7,938"
1/08/2020,Networking,Software Maintenance,United Kingdom,"7,938"
1/09/2020,Networking,Software Maintenance,United Kingdom,"7,938"
1/10/2020,Networking,Software Maintenance,United Kingdom,"8,599"
1/11/2020,Networking,Software Maintenance,United Kingdom,"8,599"
1/12/2020,Networking,Software Maintenance,United Kingdom,"8,599"
1/02/2020,Networking,Software Maintenance,USA,"167,102"
1/03/2020,Networking,Software Maintenance,USA,"7,365"
1/04/2020,Networking,Software Maintenance,USA,389
1/05/2020,Networking,Software Maintenance,USA,"148,924"
1/08/2020,Networking,Software Maintenance,USA,"148,753"
1/11/2020,Networking,Software Maintenance,USA,"145,378"
1/01/2020,Networking,Supplies,United Kingdom,133
1/02/2020,Networking,Supplies,United Kingdom,133
1/03/2020,Networking,Supplies,United Kingdom,133
1/04/2020,Networking,Supplies,United Kingdom,133
1/05/2020,Networking,Supplies,United Kingdom,133
1/06/2020,Networking,Supplies,United Kingdom,133
1/07/2020,Networking,Supplies,United Kingdom,133
1/08/2020,Networking,Supplies,United Kingdom,133
1/09/2020,Networking,Supplies,United Kingdom,133
1/10/2020,Networking,Supplies,United Kingdom,133
1/11/2020,Networking,Supplies,United Kingdom,133
1/12/2020,Networking,Supplies,United Kingdom,133
1/01/2020,Networking,Supplies,USA,"1,005"
1/02/2020,Networking,Supplies,USA,"1,005"
1/03/2020,Networking,Supplies,USA,"1,005"
1/04/2020,Networking,Supplies,USA,"1,005"
1/05/2020,Networking,Supplies,USA,"1,005"
1/06/2020,Networking,Supplies,USA,"1,005"
1/07/2020,Networking,Supplies,USA,"1,005"
1/08/2020,Networking,Supplies,USA,"1,005"
1/09/2020,Networking,Supplies,USA,"1,005"
1/10/2020,Networking,Supplies,USA,"1,005"
1/11/2020,Networking,Supplies,USA,"1,005"
1/12/2020,Networking,Supplies,USA,"1,005"
1/01/2020,Networking,Taxes,USA,"5,873"
1/02/2020,Networking,Taxes,USA,"5,873"
1/03/2020,Networking,Taxes,USA,"5,873"
1/04/2020,Networking,Taxes,USA,"5,873"
1/05/2020,Networking,Taxes,USA,"5,873"
1/06/2020,Networking,Taxes,USA,"5,873"
1/07/2020,Networking,Taxes,USA,"5,873"
1/08/2020,Networking,Taxes,USA,"5,873"
1/09/2020,Networking,Taxes,USA,"5,873"
1/10/2020,Networking,Taxes,USA,"5,873"
1/11/2020,Networking,Taxes,USA,"5,873"
1/12/2020,Networking,Taxes,USA,"5,873"
1/01/2020,Networking,Telecomm,Canada,"4,135"
1/02/2020,Networking,Telecomm,Canada,"4,135"
1/03/2020,Networking,Telecomm,Canada,"4,135"
1/04/2020,Networking,Telecomm,Canada,"4,135"
1/05/2020,Networking,Telecomm,Canada,"4,135"
1/06/2020,Networking,Telecomm,Canada,"4,135"
1/07/2020,Networking,Telecomm,Canada,"4,135"
1/08/2020,Networking,Telecomm,Canada,"4,135"
1/09/2020,Networking,Telecomm,Canada,"4,135"
1/10/2020,Networking,Telecomm,Canada,"4,135"
1/11/2020,Networking,Telecomm,Canada,"4,135"
1/12/2020,Networking,Telecomm,Canada,"4,135"
1/01/2020,Networking,Telecomm,United Kingdom,"1,229"
1/02/2020,Networking,Telecomm,United Kingdom,"1,229"
1/03/2020,Networking,Telecomm,United Kingdom,"1,229"
1/04/2020,Networking,Telecomm,United Kingdom,"1,229"
1/05/2020,Networking,Telecomm,United Kingdom,"1,229"
1/06/2020,Networking,Telecomm,United Kingdom,"1,229"
1/07/2020,Networking,Telecomm,United Kingdom,"1,229"
1/08/2020,Networking,Telecomm,United Kingdom,"1,229"
1/09/2020,Networking,Telecomm,United Kingdom,"1,229"
1/10/2020,Networking,Telecomm,United Kingdom,"1,229"
1/11/2020,Networking,Telecomm,United Kingdom,"1,229"
1/12/2020,Networking,Telecomm,United Kingdom,"1,229"
1/01/2020,Networking,Telecomm,USA,"67,526"
1/02/2020,Networking,Telecomm,USA,"67,526"
1/03/2020,Networking,Telecomm,USA,"67,526"
1/04/2020,Networking,Telecomm,USA,"16,526"
1/05/2020,Networking,Telecomm,USA,"16,526"
1/06/2020,Networking,Telecomm,USA,"16,526"
1/07/2020,Networking,Telecomm,USA,"16,526"
1/08/2020,Networking,Telecomm,USA,"16,526"
1/09/2020,Networking,Telecomm,USA,"16,526"
1/10/2020,Networking,Telecomm,USA,"16,526"
1/11/2020,Networking,Telecomm,USA,"16,526"
1/12/2020,Networking,Telecomm,USA,"16,526"
1/01/2020,Networking,Training,United Kingdom,330
1/02/2020,Networking,Training,United Kingdom,330
1/03/2020,Networking,Training,United Kingdom,330
1/04/2020,Networking,Training,United Kingdom,330
1/05/2020,Networking,Training,United Kingdom,330
1/06/2020,Networking,Training,United Kingdom,330
1/07/2020,Networking,Training,United Kingdom,754
1/08/2020,Networking,Training,United Kingdom,754
1/09/2020,Networking,Training,United Kingdom,754
1/10/2020,Networking,Training,United Kingdom,330
1/11/2020,Networking,Training,United Kingdom,330
1/12/2020,Networking,Training,United Kingdom,330
1/01/2020,Networking,Training,USA,657
1/02/2020,Networking,Training,USA,657
1/03/2020,Networking,Training,USA,657
1/04/2020,Networking,Training,USA,657
1/05/2020,Networking,Training,USA,657
1/06/2020,Networking,Training,USA,657
1/07/2020,Networking,Training,USA,657
1/08/2020,Networking,Training,USA,657
1/09/2020,Networking,Training,USA,657
1/10/2020,Networking,Training,USA,657
1/11/2020,Networking,Training,USA,657
1/12/2020,Networking,Training,USA,657
1/01/2020,Networking,Travel,United Kingdom,"2,008"
1/02/2020,Networking,Travel,United Kingdom,"2,008"
1/03/2020,Networking,Travel,United Kingdom,"2,008"
1/04/2020,Networking,Travel,United Kingdom,"2,362"
1/05/2020,Networking,Travel,United Kingdom,"2,362"
1/06/2020,Networking,Travel,United Kingdom,"2,362"
1/07/2020,Networking,Travel,United Kingdom,"3,189"
1/08/2020,Networking,Travel,United Kingdom,"3,189"
1/09/2020,Networking,Travel,United Kingdom,"3,189"
1/10/2020,Networking,Travel,United Kingdom,"1,653"
1/11/2020,Networking,Travel,United Kingdom,"1,653"
1/12/2020,Networking,Travel,United Kingdom,"1,653"
1/01/2020,Networking,Travel,USA,"1,080"
1/02/2020,Networking,Travel,USA,"1,080"
1/03/2020,Networking,Travel,USA,"1,080"
1/04/2020,Networking,Travel,USA,"1,080"
1/05/2020,Networking,Travel,USA,"1,080"
1/06/2020,Networking,Travel,USA,"1,080"
1/07/2020,Networking,Travel,USA,"1,080"
1/08/2020,Networking,Travel,USA,"1,080"
1/09/2020,Networking,Travel,USA,"1,080"
1/10/2020,Networking,Travel,USA,"1,080"
1/11/2020,Networking,Travel,USA,"1,080"
1/12/2020,Networking,Travel,USA,"1,080"
1/01/2020,Planning,Amortization,USA,"317,967"
1/02/2020,Planning,Amortization,USA,"319,067"
1/03/2020,Planning,Amortization,USA,"349,963"
1/04/2020,Planning,Amortization,USA,"354,028"
1/05/2020,Planning,Amortization,USA,"351,714"
1/06/2020,Planning,Amortization,USA,"345,366"
1/07/2020,Planning,Amortization,USA,"322,286"
1/08/2020,Planning,Amortization,USA,"320,121"
1/09/2020,Planning,Amortization,USA,"314,817"
1/10/2020,Planning,Amortization,USA,"321,402"
1/11/2020,Planning,Amortization,USA,"321,367"
1/12/2020,Planning,Amortization,USA,"319,962"
1/01/2020,Planning,Depreciation,USA,"31,910"
1/02/2020,Planning,Depreciation,USA,"31,404"
1/03/2020,Planning,Depreciation,USA,"31,196"
1/04/2020,Planning,Depreciation,USA,"28,749"
1/05/2020,Planning,Depreciation,USA,"25,670"
1/06/2020,Planning,Depreciation,USA,"24,414"
1/07/2020,Planning,Depreciation,USA,"23,928"
1/08/2020,Planning,Depreciation,USA,"23,500"
1/09/2020,Planning,Depreciation,USA,"23,026"
1/10/2020,Planning,Depreciation,USA,"23,026"
1/11/2020,Planning,Depreciation,USA,"22,030"
1/12/2020,Planning,Depreciation,USA,"21,902"
1/01/2020,Planning,External Labor,Italy,"6,318"
1/02/2020,Planning,External Labor,Italy,"6,633"
1/03/2020,Planning,External Labor,Italy,"6,633"
1/04/2020,Planning,External Labor,Italy,"6,528"
1/05/2020,Planning,External Labor,Italy,"6,528"
1/06/2020,Planning,External Labor,Italy,"6,528"
1/07/2020,Planning,External Labor,Italy,"6,528"
1/08/2020,Planning,External Labor,Italy,"6,528"
1/09/2020,Planning,External Labor,Italy,"6,528"
1/10/2020,Planning,External Labor,Italy,"6,528"
1/11/2020,Planning,External Labor,Italy,"6,528"
1/12/2020,Planning,External Labor,Italy,"6,528"
1/01/2020,Planning,External Labor,United Kingdom,"1,575"
1/02/2020,Planning,External Labor,United Kingdom,"1,575"
1/03/2020,Planning,External Labor,United Kingdom,"1,575"
1/04/2020,Planning,External Labor,United Kingdom,"1,575"
1/05/2020,Planning,External Labor,United Kingdom,"1,575"
1/06/2020,Planning,External Labor,United Kingdom,"1,575"
1/07/2020,Planning,External Labor,United Kingdom,"1,575"
1/08/2020,Planning,External Labor,United Kingdom,"3,198"
1/09/2020,Planning,External Labor,United Kingdom,"1,623"
1/10/2020,Planning,External Labor,United Kingdom,"1,623"
1/11/2020,Planning,External Labor,United Kingdom,"1,623"
1/12/2020,Planning,External Labor,United Kingdom,"1,623"
1/01/2020,Planning,External Labor,USA,"405,132"
1/02/2020,Planning,External Labor,USA,"406,932"
1/03/2020,Planning,External Labor,USA,"405,132"
1/04/2020,Planning,External Labor,USA,"405,132"
1/05/2020,Planning,External Labor,USA,"405,132"
1/06/2020,Planning,External Labor,USA,"375,953"
1/07/2020,Planning,External Labor,USA,"375,953"
1/08/2020,Planning,External Labor,USA,"375,953"
1/09/2020,Planning,External Labor,USA,"375,953"
1/10/2020,Planning,External Labor,USA,"375,953"
1/11/2020,Planning,External Labor,USA,"375,953"
1/12/2020,Planning,External Labor,USA,"375,973"
1/01/2020,Planning,Hardware,United Kingdom,243
