Date,IT Dep.,CostElement,Country,Forecast
1/01/2020,Networking,Depreciation,USA,"38,628"
1/02/2020,Networking,Depreciation,USA,"38,583"
1/03/2020,Networking,Depreciation,USA,"38,583"
1/04/2020,Networking,Depreciation,USA,"39,635"
1/05/2020,Networking,Depreciation,USA,"38,934"
1/06/2020,Networking,Depreciation,USA,"37,537"
1/07/2020,Networking,Depreciation,USA,"54,912"
1/08/2020,Networking,Depreciation,USA,"54,912"
1/09/2020,Networking,Depreciation,USA,"54,912"
1/10/2020,Networking,Depreciation,USA,"54,912"
1/11/2020,Networking,Depreciation,USA,"54,912"
1/12/2020,Networking,Depreciation,USA,"54,912"
1/01/2020,Networking,Employee Performance,USA,5
1/06/2020,Networking,Employee Performance,USA,2
1/07/2020,Networking,Employee Performance,USA,141
1/08/2020,Networking,Employee Performance,USA,141
1/09/2020,Networking,Employee Performance,USA,141
1/10/2020,Networking,Employee Performance,USA,141
1/11/2020,Networking,Employee Performance,USA,141
1/12/2020,Networking,Employee Performance,USA,141
1/12/2020,Networking,External Labor,Germany,"1,083"
1/01/2020,Networking,External Labor,Ireland,"57,092"
1/02/2020,Networking,External Labor,Ireland,"65,426"
1/03/2020,Networking,External Labor,Ireland,"50,856"
1/04/2020,Networking,External Labor,Ireland,"57,092"
1/06/2020,Networking,External Labor,Ireland,"127,958"
1/07/2020,Networking,External Labor,Ireland,"26,728"
1/08/2020,Networking,External Labor,Ireland,"26,728"
1/09/2020,Networking,External Labor,Ireland,"26,728"
1/10/2020,Networking,External Labor,Ireland,"26,728"
1/11/2020,Networking,External Labor,Ireland,"26,728"
1/12/2020,Networking,External Labor,Ireland,"26,728"
1/01/2020,Networking,External Labor,Mexico,"14,363"
1/02/2020,Networking,External Labor,Mexico,"16,192"
1/03/2020,Networking,External Labor,Mexico,"36,660"
1/04/2020,Networking,External Labor,Mexico,"3,480"
1/05/2020,Networking,External Labor,Mexico,"22,750"
1/06/2020,Networking,External Labor,Mexico,"15,341"
1/07/2020,Networking,External Labor,Mexico,"18,452"
1/08/2020,Networking,External Labor,Mexico,"18,452"
1/09/2020,Networking,External Labor,Mexico,"18,452"
1/10/2020,Networking,External Labor,Mexico,"18,452"
1/11/2020,Networking,External Labor,Mexico,"18,452"
1/12/2020,Networking,External Labor,Mexico,"18,452"
1/01/2020,Networking,External Labor,Switzerland,-617
1/06/2020,Networking,External Labor,Switzerland,"2,842"
1/01/2020,Networking,External Labor,United Kingdom,"-7,150"
1/02/2020,Networking,External Labor,United Kingdom,"-3,038"
1/03/2020,Networking,External Labor,United Kingdom,903
1/04/2020,Networking,External Labor,United Kingdom,719
1/05/2020,Networking,External Labor,United Kingdom,"1,710"
1/06/2020,Networking,External Labor,United Kingdom,"1,272"
1/07/2020,Networking,External Labor,United Kingdom,"56,261"
1/08/2020,Networking,External Labor,United Kingdom,"56,261"
1/09/2020,Networking,External Labor,United Kingdom,"56,261"
1/10/2020,Networking,External Labor,United Kingdom,"56,261"
1/11/2020,Networking,External Labor,United Kingdom,"56,261"
1/12/2020,Networking,External Labor,United Kingdom,"56,261"
1/01/2020,Networking,External Labor,USA,"361,519"
1/02/2020,Networking,External Labor,USA,"232,490"
1/03/2020,Networking,External Labor,USA,"-55,394"
1/04/2020,Networking,External Labor,USA,"176,522"
1/05/2020,Networking,External Labor,USA,"242,779"
1/06/2020,Networking,External Labor,USA,"158,559"
1/07/2020,Networking,External Labor,USA,"298,196"
1/08/2020,Networking,External Labor,USA,"298,196"
1/09/2020,Networking,External Labor,USA,"289,196"
1/10/2020,Networking,External Labor,USA,"289,196"
1/11/2020,Networking,External Labor,USA,"285,950"
1/12/2020,Networking,External Labor,USA,"285,870"
1/01/2020,Networking,Hardware,Switzerland,-802
1/02/2020,Networking,Hardware,Switzerland,"10,760"
1/03/2020,Networking,Hardware,Switzerland,"2,013"
1/04/2020,Networking,Hardware,Switzerland,"19,331"
1/06/2020,Networking,Hardware,Switzerland,"13,381"
1/01/2020,Networking,Hardware,United Kingdom,"-33,055"
1/02/2020,Networking,Hardware,United Kingdom,"132,521"
1/03/2020,Networking,Hardware,United Kingdom,"306,174"
1/04/2020,Networking,Hardware,United Kingdom,"147,938"
1/05/2020,Networking,Hardware,United Kingdom,"242,726"
1/06/2020,Networking,Hardware,United Kingdom,"142,372"
1/07/2020,Networking,Hardware,United Kingdom,"113,194"
1/08/2020,Networking,Hardware,United Kingdom,"113,194"
1/09/2020,Networking,Hardware,United Kingdom,"113,194"
1/10/2020,Networking,Hardware,United Kingdom,"113,194"
1/11/2020,Networking,Hardware,United Kingdom,"113,194"
1/12/2020,Networking,Hardware,United Kingdom,"113,194"
1/01/2020,Networking,Hardware,USA,"27,236"
1/02/2020,Networking,Hardware,USA,"318,566"
1/03/2020,Networking,Hardware,USA,"211,694"
1/04/2020,Networking,Hardware,USA,"139,592"
1/05/2020,Networking,Hardware,USA,"325,204"
1/06/2020,Networking,Hardware,USA,"183,075"
1/07/2020,Networking,Hardware,USA,"297,157"
1/08/2020,Networking,Hardware,USA,"292,893"
1/09/2020,Networking,Hardware,USA,"287,462"
1/10/2020,Networking,Hardware,USA,"287,462"
1/11/2020,Networking,Hardware,USA,"292,893"
1/12/2020,Networking,Hardware,USA,"287,462"
1/03/2020,Networking,Hardware Maintenance,Mexico,"2,043"
1/07/2020,Networking,Hardware Maintenance,Mexico,-340
1/08/2020,Networking,Hardware Maintenance,Mexico,-340
1/09/2020,Networking,Hardware Maintenance,Mexico,-340
1/10/2020,Networking,Hardware Maintenance,Mexico,-340
1/11/2020,Networking,Hardware Maintenance,Mexico,-340
1/12/2020,Networking,Hardware Maintenance,Mexico,-340
1/01/2020,Networking,Hardware Maintenance,Switzerland,"1,155"
1/02/2020,Networking,Hardware Maintenance,Switzerland,"1,375"
1/05/2020,Networking,Hardware Maintenance,Switzerland,"1,508"
1/06/2020,Networking,Hardware Maintenance,Switzerland,"7,333"
1/03/2020,Networking,Hardware Maintenance,United Kingdom,"14,880"
1/01/2020,Networking,Hardware Maintenance,USA,"8,318"
1/02/2020,Networking,Hardware Maintenance,USA,"7,667"
1/03/2020,Networking,Hardware Maintenance,USA,"6,943"
1/04/2020,Networking,Hardware Maintenance,USA,"9,326"
1/05/2020,Networking,Hardware Maintenance,USA,"25,412"
1/06/2020,Networking,Hardware Maintenance,USA,"9,514"
1/07/2020,Networking,Hardware Maintenance,USA,"8,027"
1/08/2020,Networking,Hardware Maintenance,USA,"3,812"
1/09/2020,Networking,Hardware Maintenance,USA,"3,812"
1/10/2020,Networking,Hardware Maintenance,USA,"8,027"
1/11/2020,Networking,Hardware Maintenance,USA,"3,812"
1/12/2020,Networking,Hardware Maintenance,USA,"3,812"
1/01/2020,Networking,Internal Labor,Germany,"19,777"
1/02/2020,Networking,Internal Labor,Germany,-160
1/03/2020,Networking,Internal Labor,Germany,"16,921"
1/04/2020,Networking,Internal Labor,Germany,"15,607"
1/05/2020,Networking,Internal Labor,Germany,"16,088"
1/06/2020,Networking,Internal Labor,Germany,"15,645"
1/07/2020,Networking,Internal Labor,Germany,"18,386"
1/08/2020,Networking,Internal Labor,Germany,"18,386"
1/09/2020,Networking,Internal Labor,Germany,"18,386"
1/10/2020,Networking,Internal Labor,Germany,"18,386"
1/11/2020,Networking,Internal Labor,Germany,"18,386"
1/12/2020,Networking,Internal Labor,Germany,"18,386"
1/01/2020,Networking,Internal Labor,Switzerland,"-5,559"
1/02/2020,Networking,Internal Labor,Switzerland,"6,224"
1/03/2020,Networking,Internal Labor,Switzerland,"6,836"
1/04/2020,Networking,Internal Labor,Switzerland,"5,597"
1/05/2020,Networking,Internal Labor,Switzerland,"6,459"
1/06/2020,Networking,Internal Labor,Switzerland,"8,264"
1/01/2020,Networking,Internal Labor,United Kingdom,"16,798"
1/02/2020,Networking,Internal Labor,United Kingdom,"15,055"
1/03/2020,Networking,Internal Labor,United Kingdom,"12,398"
1/04/2020,Networking,Internal Labor,United Kingdom,"11,939"
1/05/2020,Networking,Internal Labor,United Kingdom,"12,620"
1/06/2020,Networking,Internal Labor,United Kingdom,"12,531"
1/07/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/08/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/09/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/10/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/11/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/12/2020,Networking,Internal Labor,United Kingdom,"14,423"
1/01/2020,Networking,Internal Labor,USA,"53,507"
1/02/2020,Networking,Internal Labor,USA,"50,757"
1/03/2020,Networking,Internal Labor,USA,"52,531"
1/04/2020,Networking,Internal Labor,USA,"48,831"
1/05/2020,Networking,Internal Labor,USA,"45,793"
1/06/2020,Networking,Internal Labor,USA,"46,488"
1/07/2020,Networking,Internal Labor,USA,"55,500"
1/08/2020,Networking,Internal Labor,USA,"55,500"
1/09/2020,Networking,Internal Labor,USA,"55,500"
1/10/2020,Networking,Internal Labor,USA,"55,500"
1/11/2020,Networking,Internal Labor,USA,"55,500"
1/12/2020,Networking,Internal Labor,USA,"55,500"
1/06/2020,Networking,Moving,Switzerland,28
1/06/2020,Networking,Other,Canada,2
1/01/2020,Networking,Other,Germany,401
1/02/2020,Networking,Other,Germany,345
1/04/2020,Networking,Other,Germany,183
1/03/2020,Networking,Other,Ireland,53
1/01/2020,Networking,Other,Mexico,79
1/02/2020,Networking,Other,Mexico,131
1/03/2020,Networking,Other,Mexico,153
1/04/2020,Networking,Other,Mexico,137
1/05/2020,Networking,Other,Mexico,146
1/06/2020,Networking,Other,Mexico,136
1/07/2020,Networking,Other,Mexico,-130
1/08/2020,Networking,Other,Mexico,-130
1/09/2020,Networking,Other,Mexico,-130
1/10/2020,Networking,Other,Mexico,-130
1/11/2020,Networking,Other,Mexico,-130
1/12/2020,Networking,Other,Mexico,-130
1/01/2020,Networking,Other,Switzerland,818
1/03/2020,Networking,Other,Switzerland,"-5,773"
1/05/2020,Networking,Other,Switzerland,106
1/06/2020,Networking,Other,Switzerland,"-5,271"
1/01/2020,Networking,Other,United Kingdom,718
1/02/2020,Networking,Other,United Kingdom,464
1/03/2020,Networking,Other,United Kingdom,649
1/04/2020,Networking,Other,United Kingdom,27
1/05/2020,Networking,Other,United Kingdom,726
1/06/2020,Networking,Other,United Kingdom,-309
1/01/2020,Networking,Other,USA,35
1/02/2020,Networking,Other,USA,270
1/03/2020,Networking,Other,USA,"325,430"
1/04/2020,Networking,Other,USA,308
1/05/2020,Networking,Other,USA,238
1/06/2020,Networking,Other,USA,"287,400"
1/07/2020,Networking,Other,USA,"10,175"
1/08/2020,Networking,Other,USA,"10,868"
1/09/2020,Networking,Other,USA,"289,925"
1/10/2020,Networking,Other,USA,"10,175"
1/11/2020,Networking,Other,USA,"10,868"
1/12/2020,Networking,Other,USA,"289,925"
1/02/2020,Networking,Project Expenses,United Kingdom,"-4,108"
1/03/2020,Networking,Project Expenses,United Kingdom,"8,911"
1/01/2020,Networking,Project Expenses,USA,467
1/03/2020,Networking,Project Expenses,USA,"31,533"
1/01/2020,Networking,Recognition,USA,280
1/07/2020,Networking,Recognition,USA,24
1/08/2020,Networking,Recognition,USA,24
1/09/2020,Networking,Recognition,USA,24
1/10/2020,Networking,Recognition,USA,24
1/11/2020,Networking,Recognition,USA,24
1/12/2020,Networking,Recognition,USA,24
1/01/2020,Networking,Severance,Switzerland,"15,214"
1/01/2020,Networking,Software,United Kingdom,"-5,813"
1/06/2020,Networking,Software,United Kingdom,"9,462"
1/03/2020,Networking,Software,USA,"39,517"
1/04/2020,Networking,Software,USA,73
1/06/2020,Networking,Software,USA,5
1/07/2020,Networking,Software,USA,"10,691"
1/08/2020,Networking,Software,USA,"10,691"
1/09/2020,Networking,Software,USA,"10,691"
1/10/2020,Networking,Software,USA,"10,691"
1/11/2020,Networking,Software,USA,"10,691"
1/12/2020,Networking,Software,USA,"10,691"
1/04/2020,Networking,Software Maintenance,Switzerland,930
1/07/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/08/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/09/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/10/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/11/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/12/2020,Networking,Software Maintenance,United Kingdom,"10,771"
1/01/2020,Networking,Software Maintenance,USA,"9,933"
1/02/2020,Networking,Software Maintenance,USA,"49,176"
1/03/2020,Networking,Software Maintenance,USA,"104,978"
1/04/2020,Networking,Software Maintenance,USA,"26,474"
1/05/2020,Networking,Software Maintenance,USA,"55,166"
1/06/2020,Networking,Software Maintenance,USA,"115,062"
1/07/2020,Networking,Software Maintenance,USA,"9,879"
1/08/2020,Networking,Software Maintenance,USA,"158,631"
1/09/2020,Networking,Software Maintenance,USA,"9,879"
1/10/2020,Networking,Software Maintenance,USA,"9,879"
1/11/2020,Networking,Software Maintenance,USA,"155,256"
1/12/2020,Networking,Software Maintenance,USA,"9,879"
1/03/2020,Networking,Supplies,Switzerland,46
1/04/2020,Networking,Supplies,Switzerland,425
1/05/2020,Networking,Supplies,Switzerland,62
1/06/2020,Networking,Supplies,Switzerland,"1,634"
1/02/2020,Networking,Supplies,United Kingdom,367
1/07/2020,Networking,Supplies,United Kingdom,146
1/08/2020,Networking,Supplies,United Kingdom,146
1/09/2020,Networking,Supplies,United Kingdom,146
1/10/2020,Networking,Supplies,United Kingdom,146
1/11/2020,Networking,Supplies,United Kingdom,146
1/12/2020,Networking,Supplies,United Kingdom,146
1/01/2020,Networking,Supplies,USA,60
1/02/2020,Networking,Supplies,USA,814
1/03/2020,Networking,Supplies,USA,124
1/04/2020,Networking,Supplies,USA,"1,465"
1/05/2020,Networking,Supplies,USA,81
1/06/2020,Networking,Supplies,USA,163
1/07/2020,Networking,Supplies,USA,"1,005"
1/08/2020,Networking,Supplies,USA,"1,005"
1/09/2020,Networking,Supplies,USA,"1,005"
1/10/2020,Networking,Supplies,USA,"1,005"
1/11/2020,Networking,Supplies,USA,"1,005"
1/12/2020,Networking,Supplies,USA,"1,005"
1/01/2020,Networking,Taxes,USA,"4,812"
1/02/2020,Networking,Taxes,USA,"5,689"
1/03/2020,Networking,Taxes,USA,"8,926"
1/04/2020,Networking,Taxes,USA,"5,141"
1/05/2020,Networking,Taxes,USA,"5,297"
1/06/2020,Networking,Taxes,USA,"4,335"
1/07/2020,Networking,Taxes,USA,"7,149"
1/08/2020,Networking,Taxes,USA,"7,149"
1/09/2020,Networking,Taxes,USA,"7,149"
1/10/2020,Networking,Taxes,USA,"7,149"
1/11/2020,Networking,Taxes,USA,"7,149"
1/12/2020,Networking,Taxes,USA,"7,149"
1/01/2020,Networking,Telecomm,Canada,"3,729"
1/02/2020,Networking,Telecomm,Canada,-90
1/03/2020,Networking,Telecomm,Canada,"3,972"
1/04/2020,Networking,Telecomm,Canada,"2,991"
1/05/2020,Networking,Telecomm,Canada,"4,001"
1/06/2020,Networking,Telecomm,Canada,"2,787"
1/07/2020,Networking,Telecomm,Canada,"4,780"
1/08/2020,Networking,Telecomm,Canada,"4,780"
1/09/2020,Networking,Telecomm,Canada,"4,780"
1/10/2020,Networking,Telecomm,Canada,"4,780"
1/11/2020,Networking,Telecomm,Canada,"4,780"
1/12/2020,Networking,Telecomm,Canada,"4,780"
1/02/2020,Networking,Telecomm,Germany,1
1/03/2020,Networking,Telecomm,Germany,2
1/05/2020,Networking,Telecomm,Germany,1
1/01/2020,Networking,Telecomm,Mexico,101
1/02/2020,Networking,Telecomm,Mexico,365
1/03/2020,Networking,Telecomm,Mexico,"7,357"
1/04/2020,Networking,Telecomm,Mexico,321
1/05/2020,Networking,Telecomm,Mexico,488
1/06/2020,Networking,Telecomm,Mexico,413
1/07/2020,Networking,Telecomm,Mexico,"-1,507"
1/08/2020,Networking,Telecomm,Mexico,"-1,507"
1/09/2020,Networking,Telecomm,Mexico,"-1,507"
1/10/2020,Networking,Telecomm,Mexico,"-1,507"
1/11/2020,Networking,Telecomm,Mexico,"-1,507"
1/12/2020,Networking,Telecomm,Mexico,"-1,507"
1/01/2020,Networking,Telecomm,Switzerland,"1,771"
1/02/2020,Networking,Telecomm,Switzerland,"1,686"
1/03/2020,Networking,Telecomm,Switzerland,"1,929"
1/04/2020,Networking,Telecomm,Switzerland,"1,123"
1/05/2020,Networking,Telecomm,Switzerland,"1,711"
1/06/2020,Networking,Telecomm,Switzerland,"2,368"
1/07/2020,Networking,Telecomm,Switzerland,-63
1/08/2020,Networking,Telecomm,Switzerland,-63
1/09/2020,Networking,Telecomm,Switzerland,-63
1/10/2020,Networking,Telecomm,Switzerland,-63
1/11/2020,Networking,Telecomm,Switzerland,-63
1/12/2020,Networking,Telecomm,Switzerland,-63
1/01/2020,Networking,Telecomm,United Kingdom,106
1/02/2020,Networking,Telecomm,United Kingdom,"10,886"
1/03/2020,Networking,Telecomm,United Kingdom,"25,805"
1/04/2020,Networking,Telecomm,United Kingdom,"6,348"
1/05/2020,Networking,Telecomm,United Kingdom,"108,085"
1/06/2020,Networking,Telecomm,United Kingdom,"-28,190"
1/07/2020,Networking,Telecomm,United Kingdom,"1,344"
1/08/2020,Networking,Telecomm,United Kingdom,"1,344"
1/09/2020,Networking,Telecomm,United Kingdom,"1,344"
1/10/2020,Networking,Telecomm,United Kingdom,"1,344"
1/11/2020,Networking,Telecomm,United Kingdom,"1,344"
1/12/2020,Networking,Telecomm,United Kingdom,"1,344"
1/01/2020,Networking,Telecomm,USA,"281,802"
1/02/2020,Networking,Telecomm,USA,"-374,390"
1/03/2020,Networking,Telecomm,USA,"382,627"
1/04/2020,Networking,Telecomm,USA,"512,268"
1/05/2020,Networking,Telecomm,USA,"549,738"
1/06/2020,Networking,Telecomm,USA,"-342,506"
1/07/2020,Networking,Telecomm,USA,"301,804"
1/08/2020,Networking,Telecomm,USA,"301,444"
1/09/2020,Networking,Telecomm,USA,"301,444"
1/10/2020,Networking,Telecomm,USA,"301,804"
1/11/2020,Networking,Telecomm,USA,"301,444"
1/12/2020,Networking,Telecomm,USA,"301,444"
1/01/2020,Networking,Training,Germany,122
1/05/2020,Networking,Training,Germany,198
1/02/2020,Networking,Training,Switzerland,155
1/03/2020,Networking,Training,Switzerland,263
1/06/2020,Networking,Training,Switzerland,110
1/02/2020,Networking,Training,United Kingdom,49
1/04/2020,Networking,Training,United Kingdom,30
1/05/2020,Networking,Training,United Kingdom,443
1/06/2020,Networking,Training,United Kingdom,62
1/07/2020,Networking,Training,United Kingdom,478
1/08/2020,Networking,Training,United Kingdom,478
1/09/2020,Networking,Training,United Kingdom,478
1/10/2020,Networking,Training,United Kingdom,478
1/11/2020,Networking,Training,United Kingdom,478
1/12/2020,Networking,Training,United Kingdom,478
1/02/2020,Networking,Training,USA,462
1/03/2020,Networking,Training,USA,264
1/04/2020,Networking,Training,USA,284
1/05/2020,Networking,Training,USA,899
1/07/2020,Networking,Training,USA,657
1/08/2020,Networking,Training,USA,657
1/09/2020,Networking,Training,USA,657
1/10/2020,Networking,Training,USA,657
1/11/2020,Networking,Training,USA,657
1/12/2020,Networking,Training,USA,657
1/03/2020,Networking,Travel,Germany,438
1/05/2020,Networking,Travel,Germany,8
1/03/2020,Networking,Travel,Ireland,53
1/01/2020,Networking,Travel,Switzerland,"4,620"
1/02/2020,Networking,Travel,Switzerland,394
1/03/2020,Networking,Travel,Switzerland,"6,387"
1/04/2020,Networking,Travel,Switzerland,"3,696"
1/05/2020,Networking,Travel,Switzerland,"1,768"
1/06/2020,Networking,Travel,Switzerland,785
1/01/2020,Networking,Travel,United Kingdom,117
1/02/2020,Networking,Travel,United Kingdom,"1,462"
1/03/2020,Networking,Travel,United Kingdom,"1,529"
1/04/2020,Networking,Travel,United Kingdom,792
1/05/2020,Networking,Travel,United Kingdom,-191
1/06/2020,Networking,Travel,United Kingdom,15
1/07/2020,Networking,Travel,United Kingdom,"2,526"
1/08/2020,Networking,Travel,United Kingdom,"2,526"
1/09/2020,Networking,Travel,United Kingdom,"2,526"
1/10/2020,Networking,Travel,United Kingdom,"2,526"
1/11/2020,Networking,Travel,United Kingdom,"2,526"
1/12/2020,Networking,Travel,United Kingdom,"2,526"
1/03/2020,Networking,Travel,USA,124
1/04/2020,Networking,Travel,USA,"3,102"
1/05/2020,Networking,Travel,USA,119
1/06/2020,Networking,Travel,USA,"1,493"
1/07/2020,Networking,Travel,USA,"1,417"
1/08/2020,Networking,Travel,USA,"1,417"
1/09/2020,Networking,Travel,USA,"1,417"
1/10/2020,Networking,Travel,USA,"1,417"
1/11/2020,Networking,Travel,USA,"1,417"
1/12/2020,Networking,Travel,USA,"1,417"
1/01/2020,Networking,Vehicles,Switzerland,183
1/02/2020,Networking,Vehicles,Switzerland,"1,309"
1/03/2020,Networking,Vehicles,Switzerland,-467
1/04/2020,Networking,Vehicles,Switzerland,183
1/05/2020,Networking,Vehicles,Switzerland,183
1/06/2020,Networking,Vehicles,Switzerland,183
1/01/2020,Networking,Vehicles,United Kingdom,310
1/02/2020,Networking,Vehicles,United Kingdom,302
1/03/2020,Networking,Vehicles,United Kingdom,313
1/04/2020,Networking,Vehicles,United Kingdom,393
1/05/2020,Networking,Vehicles,United Kingdom,291
1/06/2020,Networking,Vehicles,United Kingdom,797
1/02/2020,Other,Telecomm,USA,52
1/01/2020,Planning,Amortization,USA,834
1/02/2020,Planning,Amortization,USA,"279,844"
1/03/2020,Planning,Amortization,USA,"276,965"
1/04/2020,Planning,Amortization,USA,"272,563"
1/05/2020,Planning,Amortization,USA,"264,799"
1/06/2020,Planning,Amortization,USA,"272,222"
1/07/2020,Planning,Amortization,USA,"501,153"
1/08/2020,Planning,Amortization,USA,"357,279"
1/09/2020,Planning,Amortization,USA,"351,503"
1/10/2020,Planning,Amortization,USA,"351,502"
1/11/2020,Planning,Amortization,USA,"350,471"
1/12/2020,Planning,Amortization,USA,"348,938"
1/02/2020,Planning,CAPEX,United Kingdom,66
1/03/2020,Planning,CAPEX,United Kingdom,4
1/04/2020,Planning,CAPEX,United Kingdom,4
1/01/2020,Planning,CAPEX,USA,75
1/02/2020,Planning,CAPEX,USA,"5,577"
1/03/2020,Planning,CAPEX,USA,42
1/03/2020,Planning,Depreciation,Brazil,4
1/04/2020,Planning,Depreciation,Brazil,4
1/05/2020,Planning,Depreciation,Brazil,4
1/06/2020,Planning,Depreciation,Brazil,4
1/07/2020,Planning,Depreciation,Brazil,-3
1/08/2020,Planning,Depreciation,Brazil,-3
1/09/2020,Planning,Depreciation,Brazil,-3
1/10/2020,Planning,Depreciation,Brazil,-3
1/11/2020,Planning,Depreciation,Brazil,-3
1/12/2020,Planning,Depreciation,Brazil,-3
1/01/2020,Planning,Depreciation,USA,"316,624"
1/02/2020,Planning,Depreciation,USA,"51,392"
1/03/2020,Planning,Depreciation,USA,"66,408"
1/04/2020,Planning,Depreciation,USA,"57,234"
1/05/2020,Planning,Depreciation,USA,"49,698"
1/06/2020,Planning,Depreciation,USA,"48,442"
1/01/2020,Planning,Employee Performance,USA,43
1/02/2020,Planning,Employee Performance,USA,190
1/03/2020,Planning,Employee Performance,USA,146
1/04/2020,Planning,Employee Performance,USA,85
1/05/2020,Planning,Employee Performance,USA,"1,907"
1/06/2020,Planning,Employee Performance,USA,940
1/02/2020,Planning,External Labor,Italy,153
1/03/2020,Planning,External Labor,Italy,20
1/04/2020,Planning,External Labor,Italy,"1,451"
1/05/2020,Planning,External Labor,Italy,508
1/06/2020,Planning,External Labor,Italy,490
1/10/2020,Planning,External Labor,Italy,"1,224"
1/11/2020,Planning,External Labor,Italy,"1,224"
1/12/2020,Planning,External Labor,Italy,"1,224"
1/01/2020,Planning,External Labor,United Kingdom,"1,379"
1/02/2020,Planning,External Labor,United Kingdom,718
1/03/2020,Planning,External Labor,United Kingdom,"2,347"
1/04/2020,Planning,External Labor,United Kingdom,"2,701"
1/05/2020,Planning,External Labor,United Kingdom,"6,162"
1/07/2020,Planning,External Labor,United Kingdom,"2,132"
1/08/2020,Planning,External Labor,United Kingdom,"2,132"
1/09/2020,Planning,External Labor,United Kingdom,"2,132"
1/10/2020,Planning,External Labor,United Kingdom,"1,623"
1/11/2020,Planning,External Labor,United Kingdom,"1,623"
1/12/2020,Planning,External Labor,United Kingdom,"1,623"
1/01/2020,Planning,External Labor,USA,"21,891"
1/02/2020,Planning,External Labor,USA,"619,954"
1/03/2020,Planning,External Labor,USA,"538,887"
1/04/2020,Planning,External Labor,USA,"487,155"
1/05/2020,Planning,External Labor,USA,"909,350"
1/06/2020,Planning,External Labor,USA,"317,491"
1/07/2020,Planning,External Labor,USA,"504,013"
1/08/2020,Planning,External Labor,USA,"525,013"
1/09/2020,Planning,External Labor,USA,"525,013"
1/10/2020,Planning,External Labor,USA,"546,914"
1/11/2020,Planning,External Labor,USA,"519,827"
1/12/2020,Planning,External Labor,USA,"518,779"
1/02/2020,Planning,Hardware,United Kingdom,52
1/03/2020,Planning,Hardware,United Kingdom,4
1/06/2020,Planning,Hardware,United Kingdom,-53
1/01/2020,Planning,Hardware,USA,218
1/02/2020,Planning,Hardware,USA,"8,987"
1/03/2020,Planning,Hardware,USA,"6,862"
1/04/2020,Planning,Hardware,USA,548
1/05/2020,Planning,Hardware,USA,"2,348"
1/06/2020,Planning,Hardware,USA,"6,955"
1/07/2020,Planning,Hardware,USA,"19,340"
1/08/2020,Planning,Hardware,USA,"37,340"
1/09/2020,Planning,Hardware,USA,"68,465"
1/10/2020,Planning,Hardware,USA,"21,302"
1/11/2020,Planning,Hardware,USA,"19,340"
1/12/2020,Planning,Hardware,USA,"68,465"
1/07/2020,Planning,Hardware Maintenance,Brazil,"1,324"
1/08/2020,Planning,Hardware Maintenance,Brazil,"1,324"
1/09/2020,Planning,Hardware Maintenance,Brazil,"1,324"
1/10/2020,Planning,Hardware Maintenance,Brazil,"1,324"
1/11/2020,Planning,Hardware Maintenance,Brazil,"1,324"
1/12/2020,Planning,Hardware Maintenance,Brazil,"1,336"
1/02/2020,Planning,Hardware Maintenance,Italy,"6,162"
1/03/2020,Planning,Hardware Maintenance,Italy,"6,211"
1/04/2020,Planning,Hardware Maintenance,Italy,"6,341"
1/05/2020,Planning,Hardware Maintenance,Italy,"6,659"
1/06/2020,Planning,Hardware Maintenance,Italy,"6,424"
1/07/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/08/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/09/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/10/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/11/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/12/2020,Planning,Hardware Maintenance,Italy,"6,528"
1/07/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
1/08/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
1/09/2020,Planning,Hardware Maintenance,United Kingdom,"2,916"
1/10/2020,Planning,Hardware Maintenance,United Kingdom,486
1/11/2020,Planning,Hardware Maintenance,United Kingdom,486
1/12/2020,Planning,Hardware Maintenance,United Kingdom,486
1/01/2020,Planning,Hardware Maintenance,USA,116
1/02/2020,Planning,Hardware Maintenance,USA,"2,447"
1/04/2020,Planning,Hardware Maintenance,USA,"2,462"
1/07/2020,Planning,Hardware Maintenance,USA,"13,190"
1/08/2020,Planning,Hardware Maintenance,USA,"13,190"
1/09/2020,Planning,Hardware Maintenance,USA,"13,190"
1/10/2020,Planning,Hardware Maintenance,USA,"13,190"
1/11/2020,Planning,Hardware Maintenance,USA,"13,190"
1/12/2020,Planning,Hardware Maintenance,USA,"13,197"
1/01/2020,Planning,Inbound Allocations,United Kingdom,"-3,838"
1/02/2020,Planning,Inbound Allocations,United Kingdom,"-1,964"
