Row ID,Order Date,Ship Date,Country,State,Postal Code,Region,Catedory,Sub-Category,Product name,Sales,Quantity,Discount,Profit
4415,24/11/2021,29/11/2021,México,Verracruz,49201,,Office Supplies,Paper,Xerox 1885,144.12,3,0.0,69.1776
4416,24/11/2021,29/11/2021,México,Verracruz,49201,,Office Supplies,Paper,"Adams Telephone Message Book w/Frequently-Called Numbers Space, 400 Messages per Book",15.96,2,0.0,7.98
4417,28/09/2020,02/10/2020,México,Oaxaca,32216,East,Office Supplies,Paper,Xerox 220,10.368,2,0.2,3.6288
4418,13/10/2021,21/10/2021,México,Yucatán,10550,East,Office Supplies,Binders,Recycled Pressboard Report Cover with Reinforced Top Hinge,7.752000000000001,3,0.2,2.8101
4419,03/06/2021,07/06/2021,México,Verracruz,48640,,Office Supplies,Envelopes,Security-Tint Envelopes,15.28,2,0.0,7.4872
4420,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,13.98,1,0.0,4.0542
4421,20/01/2021,26/01/2021,México,Verracruz,48185,,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,272.94,3,0.0,30.0234
4422,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",19.05,5,0.0,8.9535
4423,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",247.71599999999998,4,0.1,93.5816
4424,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,66.58,2,0.0,15.9792
4425,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,43.92,3,0.0,12.7368
4426,20/01/2021,26/01/2021,México,Verracruz,48185,,Furniture,Furnishings,Ultra Door Push Plate,14.73,3,0.0,4.8609
4427,20/01/2021,26/01/2021,México,Verracruz,48185,,Office Supplies,Binders,Storex Dura Pro Binders,29.7,5,0.0,13.365
4428,11/07/2021,15/07/2021,México,Yucatán,10011,East,Office Supplies,Paper,Xerox 1881,49.12,4,0.0,23.0864
4429,11/07/2021,15/07/2021,México,Yucatán,10011,East,Office Supplies,Binders,Newell 3-Hole Punched Plastic Slotted Magazine Holders for Binders,18.28,5,0.2,6.398
4430,05/10/2020,09/10/2020,México,Yucatán,10035,East,Technology,Phones,Samsung HM1900 Bluetooth Headset,87.8,4,0.0,43.9
4431,05/10/2020,09/10/2020,México,Yucatán,10035,East,Furniture,Chairs,"Global High-Back Leather Tilter, Burgundy",221.382,2,0.1,2.4598
4432,05/10/2020,09/10/2020,México,Yucatán,10035,East,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, Magenta",5199.96,4,0.0,1351.9896
4433,31/12/2019,02/01/2020,México,Colima,43130,West,Office Supplies,Storage,Tennsco Industrial Shelving,156.512,4,0.2,-35.2152
4434,20/10/2020,20/10/2020,México,Yucatán,10024,East,Office Supplies,Labels,Avery 478,24.55,5,0.0,12.0295
4435,03/09/2020,08/09/2020,México,Baja California Sur,75217,North,Furniture,Furnishings,Eldon Advantage Foldable Chair Mats for Low Pile Carpets,108.4,5,0.6,-105.69
4436,03/11/2020,08/11/2020,México,Oaxaca,33178,East,Technology,Phones,Polycom SoundPoint IP 450 VoIP phone,361.376,2,0.2,27.1032
4437,13/09/2018,19/09/2018,México,Guerrero,19120,West,Office Supplies,Binders,"Fellowes Twister Kit, Gray/Clear, 3/pkg",2.412,1,0.7,-2.01
4438,06/09/2018,12/09/2018,México,Yucatán,10011,East,Office Supplies,Appliances,Black & Decker Filter for Double Action Dustbuster Cordless Vac BLDV7210,8.39,1,0.0,2.0975
4439,06/09/2018,12/09/2018,México,Yucatán,10011,East,Technology,Phones,ShoreTel ShorePhone IP 230 VoIP phone,337.98,2,0.0,101.39399999999999
4440,06/10/2021,13/10/2021,México,Guerrero,19120,West,Office Supplies,Storage,"Tennsco Lockers, Gray",83.92,5,0.2,-13.637
4441,23/01/2020,28/01/2020,México,Guanajuato,98103,West,Office Supplies,Binders,Pressboard Hanging Data Binders for Unburst Sheets,19.68,5,0.2,6.888
4442,23/01/2020,28/01/2020,México,Guanajuato,98103,West,Office Supplies,Paper,Xerox 212,25.92,4,0.0,12.4416
4443,23/01/2020,28/01/2020,México,Guanajuato,98103,West,Office Supplies,Paper,Xerox 192,6.48,1,0.0,3.1104
4444,23/01/2020,28/01/2020,México,Guanajuato,98103,West,Technology,Phones,Griffin GC17055 Auxiliary Audio Cable,86.352,6,0.2,8.6352
4445,25/11/2021,30/11/2021,México,Tlaxcala,97477,Center,Office Supplies,Art,Dixon Ticonderoga Core-Lock Colored Pencils,51.016000000000005,7,0.2,8.2901
4446,21/11/2020,25/11/2020,México,Guanajuato,98059,West,Office Supplies,Binders,Vinyl Sectional Post Binders,150.8,5,0.2,56.55
4447,21/11/2020,25/11/2020,México,Guanajuato,98059,West,Technology,Machines,"3D Systems Cube Printer, 2nd Generation, White",1039.992,1,0.2,103.9992
4448,21/11/2020,25/11/2020,México,Guanajuato,98059,West,Office Supplies,Paper,Xerox 209,51.84,8,0.0,24.8832
4449,04/04/2020,05/04/2020,México,Yucatán,10009,East,Technology,Phones,Panasonic KX - TS880B Telephone,41.22,1,0.0,11.1294
4450,04/04/2020,05/04/2020,México,Yucatán,10009,East,Office Supplies,Supplies,Premier Automatic Letter Opener,240.37,1,0.0,7.2111
4451,04/04/2020,05/04/2020,México,Yucatán,10009,East,Technology,Phones,LG Electronics Tone+ HBS-730 Bluetooth Headset,119.02,2,0.0,33.3256
4452,03/10/2019,07/10/2019,México,Baja California Sur,75051,North,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Photo Frame, Mahogany",38.08,5,0.6,-29.511999999999997
4453,21/11/2019,21/11/2019,México,Yucatán,10009,East,Furniture,Bookcases,"Hon Metal Bookcases, Putty",113.568,2,0.2,12.7764
4454,03/10/2020,05/10/2020,México,Yucatán,10009,East,Furniture,Furnishings,Magnifier Swing Arm Lamp,83.92,4,0.0,21.8192
4455,03/10/2020,05/10/2020,México,Yucatán,10009,East,Office Supplies,Art,"Quartet Alpha White Chalk, 12/Pack",6.63,3,0.0,3.1161
4456,03/10/2020,05/10/2020,México,Yucatán,10009,East,Technology,Accessories,Logitech G19 Programmable Gaming Keyboard,371.97,3,0.0,66.9546
4457,29/04/2021,03/05/2021,México,Morelos,38109,Center,Furniture,Chairs,Global Leather Executive Chair,561.5840000000001,2,0.2,70.19800000000001
4458,29/04/2021,03/05/2021,México,Morelos,38109,Center,Office Supplies,Storage,2300 Heavy-Duty Transfer File Systems by Perma,99.92,5,0.2,-1.249
4459,07/10/2019,10/10/2019,México,Guerrero,19143,West,Office Supplies,Labels,Avery 511,4.928,2,0.2,1.7248
4460,08/04/2021,13/04/2021,México,Nuevo León,85224,North,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",49.792,8,0.2,-11.8256
4461,29/03/2019,02/04/2019,México,Colima,45503,West,Furniture,Bookcases,"Bush Andora Bookcase, Maple/Graphite Gray Finish",299.975,5,0.5,-167.986
4462,29/03/2019,02/04/2019,México,Colima,45503,West,Technology,Phones,Clearsounds A400,158.376,4,0.4,-36.9544
4463,15/01/2020,18/01/2020,México,Baja California Sur,78745,North,Office Supplies,Binders,"Wilson Jones Ledger-Size, Piano-Hinge Binder, 2"", Blue",32.784,4,0.8,-52.4544
4464,15/01/2020,18/01/2020,México,Baja California Sur,78745,North,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,47.983999999999995,2,0.2,14.3952
4465,15/01/2020,18/01/2020,México,Baja California Sur,78745,North,Technology,Accessories,"Maxell 74 Minute CDR, 10/Pack",62.592,8,0.2,13.3008
4466,15/01/2020,18/01/2020,México,Baja California Sur,78745,North,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,4.276,1,0.8,-6.6278
4467,30/01/2021,04/02/2021,México,Verracruz,48234,,Office Supplies,Paper,Xerox 1972,10.56,2,0.0,4.752
4468,30/01/2021,04/02/2021,México,Verracruz,48234,,Office Supplies,Storage,Space Solutions HD Industrial Steel Shelving.,229.94,2,0.0,6.8982
4469,07/02/2018,11/02/2018,México,Sinaloa,22153,North,Office Supplies,Envelopes,Cameo Buff Policy Envelopes,311.15,5,0.0,146.2405
4470,07/02/2018,11/02/2018,México,Sinaloa,22153,North,Office Supplies,Paper,Xerox 1957,12.96,2,0.0,6.3504
4471,14/12/2019,19/12/2019,México,Yucatán,10011,East,Office Supplies,Paper,Strathmore Photo Frame Cards,14.62,2,0.0,6.7252
4472,14/12/2019,19/12/2019,México,Yucatán,10011,East,Office Supplies,Labels,Avery 474,5.76,2,0.0,2.8224
4473,14/12/2019,19/12/2019,México,Yucatán,10011,East,Office Supplies,Fasteners,"OIC Colored Binder Clips, Assorted Sizes",21.48,6,0.0,10.5252
4474,14/12/2019,19/12/2019,México,Yucatán,10011,East,Furniture,Furnishings,"GE 48"" Fluorescent Tube, Cool White Energy Saver, 34 Watts, 30/Box",396.92,4,0.0,198.46
4475,14/12/2019,19/12/2019,México,Yucatán,10011,East,Office Supplies,Storage,Advantus Rolling Storage Box,17.15,1,0.0,4.6305
4476,14/12/2019,19/12/2019,México,Yucatán,10011,East,Office Supplies,Binders,"Acco Recycled 2"" Capacity Laser Printer Hanging Data Binders",23.12,2,0.2,7.803
4477,31/10/2020,04/11/2020,México,Baja California Sur,75217,North,Office Supplies,Art,Newell 350,5.247999999999999,2,0.2,0.5904
4478,06/08/2020,12/08/2020,México,Campeche,3301,East,Technology,Phones,"Ativa D5772 2-Line 5.8GHz Digital Expandable Corded/Cordless Phone System with Answering & Caller ID/Call Waiting, Black/Silver",824.95,5,0.0,247.485
4479,06/08/2020,12/08/2020,México,Campeche,3301,East,Office Supplies,Labels,Avery 481,24.64,8,0.0,11.8272
4480,06/08/2020,12/08/2020,México,Campeche,3301,East,Office Supplies,Art,"Hunt PowerHouse Electric Pencil Sharpener, Blue",227.88,6,0.0,68.36399999999999
4481,30/05/2020,31/05/2020,México,Aguascalientes,70506,West,Furniture,Bookcases,"Sauder Camden County Barrister Bookcase, Planked Cherry Finish",241.96,2,0.0,33.8744
4482,30/05/2020,31/05/2020,México,Aguascalientes,70506,West,Office Supplies,Binders,Avery Binder Labels,3.89,1,0.0,1.8672
4483,30/05/2020,31/05/2020,México,Aguascalientes,70506,West,Furniture,Furnishings,Acrylic Self-Standing Desk Frames,8.01,3,0.0,3.0438
4484,30/11/2018,05/12/2018,México,Nayarit,27604,West,Technology,Phones,Avaya 4621SW VoIP phone,177.48,3,0.2,19.9665
4485,31/08/2020,02/09/2020,México,Guanajuato,99207,West,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,569.568,2,0.2,7.1196
4486,31/08/2020,02/09/2020,México,Guanajuato,99207,West,Office Supplies,Storage,"Sortfiler Multipurpose Personal File Organizer, Black",149.73,7,0.0,43.4217
4487,14/05/2020,15/05/2020,México,Baja California Sur,77041,North,Furniture,Chairs,Global Commerce Series Low-Back Swivel/Tilt Chairs,899.43,5,0.3,-12.849
4488,14/05/2020,15/05/2020,México,Baja California Sur,77041,North,Office Supplies,Art,Newell 309,46.2,5,0.2,5.775
4489,14/05/2020,15/05/2020,México,Baja California Sur,77041,North,Office Supplies,Paper,Xerox 1936,47.952,3,0.2,16.1838
4490,14/05/2020,15/05/2020,México,Baja California Sur,77041,North,Technology,Phones,PayAnywhere Card Reader,7.992000000000001,1,0.2,0.6993
4491,14/05/2020,15/05/2020,México,Baja California Sur,77041,North,Office Supplies,Paper,Xerox 1937,76.86399999999999,2,0.2,26.9024
4492,17/08/2020,23/08/2020,México,Tabasco,40214,East,Office Supplies,Binders,GBC Prestige Therm-A-Bind Covers,102.93,3,0.0,48.3771
4493,17/08/2020,23/08/2020,México,Tabasco,40214,East,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,98.16,6,0.0,9.816
4494,10/11/2020,14/11/2020,México,Oaxaca,33021,East,Office Supplies,Binders,GBC VeloBinder Strips,11.52,5,0.7,-7.68
4495,21/08/2020,21/08/2020,México,Nuevo León,85224,North,Office Supplies,Paper,Xerox 1941,83.88,1,0.2,29.358
4496,08/03/2019,12/03/2019,México,Guerrero,19120,West,Technology,Phones,AT&T 17929 Lendline Telephone,108.57600000000001,4,0.4,-25.3344
4497,08/03/2019,12/03/2019,México,Guerrero,19120,West,Office Supplies,Fasteners,Rubber Band Ball,5.984,2,0.2,-1.3464
4498,31/10/2019,05/11/2019,México,Sonora,74133,North,Office Supplies,Supplies,Fiskars Softgrip Scissors,21.96,2,0.0,6.1488
4499,31/10/2019,05/11/2019,México,Sonora,74133,North,Furniture,Chairs,Hon Mobius Operator's Chair,368.97,3,0.0,81.1734
4500,31/10/2019,05/11/2019,México,Sonora,74133,North,Office Supplies,Art,Newell 31,12.39,3,0.0,3.4692
4501,31/10/2019,05/11/2019,México,Sonora,74133,North,Office Supplies,Storage,"Carina Mini System Audio Rack, Model AR050B",332.94,3,0.0,9.9882
4502,26/07/2021,01/08/2021,México,Michoacán,84020,West,Technology,Accessories,Memorex Micro Travel Drive 16 GB,111.93,7,0.0,34.6983
4503,23/05/2019,27/05/2019,México,Guerrero,19120,West,Technology,Copiers,Canon imageCLASS 2200 Advanced Copier,8399.976,4,0.4,1119.9968
4504,23/05/2019,27/05/2019,México,Guerrero,19120,West,Office Supplies,Binders,Avery Legal 4-Ring Binder,6.294,1,0.7,-4.196000000000001
4505,23/05/2019,27/05/2019,México,Guerrero,19120,West,Office Supplies,Paper,Xerox 224,10.368,2,0.2,3.6288
4506,23/05/2019,27/05/2019,México,Guerrero,19120,West,Technology,Phones,Avaya 5410 Digital phone,122.382,3,0.4,-24.4764
4507,03/11/2021,07/11/2021,México,Nayarit,28540,West,Office Supplies,Storage,Acco Perma 4000 Stacking Storage Drawers,25.984,2,0.2,-1.624
4508,03/11/2021,07/11/2021,México,Nayarit,28540,West,Furniture,Tables,Hon Racetrack Conference Tables,945.0360000000001,6,0.4,-299.2614
4509,03/11/2021,07/11/2021,México,Nayarit,28540,West,Office Supplies,Binders,Avery Self-Adhesive Photo Pockets for Polaroid Photos,14.300999999999998,7,0.7,-10.4874
4510,03/11/2021,07/11/2021,México,Nayarit,28540,West,Furniture,Furnishings,Tenex Antistatic Computer Chair Mats,410.352,3,0.2,-51.294
4511,30/03/2018,04/04/2018,México,Durango,60610,North,Office Supplies,Paper,"Adams Telephone Message Book W/Dividers/Space For Phone Numbers, 5 1/4""X8 1/2"", 300/Messages",23.52,5,0.2,8.526
4512,30/03/2018,04/04/2018,México,Durango,60610,North,Technology,Phones,AT&T 17929 Lendline Telephone,180.96,5,0.2,13.572000000000001
4513,27/05/2020,29/05/2020,México,Queretaró,83201,,Furniture,Furnishings,"Eldon 400 Class Desk Accessories, Black Carbon",35.0,4,0.0,14.7
4514,27/05/2020,29/05/2020,México,Queretaró,83201,,Office Supplies,Storage,Fellowes Stor/Drawer Steel Plus Storage Drawers,477.15,5,0.0,28.629
4515,27/05/2020,29/05/2020,México,Queretaró,83201,,Technology,Phones,Nokia Lumia 925,302.376,3,0.2,22.6782
4516,14/12/2020,19/12/2020,México,Baja California Sur,75023,North,Furniture,Tables,Bretford CR4500 Series Slim Rectangular Table,974.988,4,0.3,-97.4988
4517,04/10/2021,06/10/2021,México,Yucatán,10024,East,Furniture,Chairs,"Office Star - Contemporary Task Swivel chair with Loop Arms, Charcoal",589.41,5,0.1,-6.5489999999999995
4518,13/10/2019,20/10/2019,México,Yucatán,10024,East,Office Supplies,Art,BIC Liqua Brite Liner,34.7,5,0.0,12.492
4519,13/10/2019,20/10/2019,México,Yucatán,10024,East,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,99.87,3,0.0,23.9688
4520,13/10/2019,20/10/2019,México,Yucatán,10024,East,Office Supplies,Paper,Computer Printout Paper with Letter-Trim Perforations,37.94,2,0.0,18.2112
4521,13/10/2019,20/10/2019,México,Yucatán,10024,East,Office Supplies,Labels,Avery White Multi-Purpose Labels,24.9,5,0.0,11.454
4522,13/10/2019,20/10/2019,México,Yucatán,10024,East,Furniture,Furnishings,Howard Miller Distant Time Traveler Alarm Clock,82.26,3,0.0,33.7266
4523,05/03/2018,10/03/2018,México,Durango,60623,North,Office Supplies,Fasteners,Binder Clips by OIC,7.104,6,0.2,2.4864
4524,04/03/2020,06/03/2020,México,Baja California Sur,77095,North,Furniture,Furnishings,"Howard Miller 13-3/4"" Diameter Brushed Chrome Round Wall Clock",103.5,5,0.6,-77.625
4525,04/03/2020,06/03/2020,México,Baja California Sur,77095,North,Office Supplies,Labels,Avery 497,2.464,1,0.2,0.8624
4526,04/03/2020,06/03/2020,México,Baja California Sur,77095,North,Office Supplies,Storage,Crate-A-Files,8.72,1,0.2,0.654
4527,19/12/2018,23/12/2018,México,Durango,60025,North,Technology,Phones,Samsung Rugby III,158.376,3,0.2,13.8579
4528,08/10/2018,13/10/2018,México,Baja California Sur,77036,North,Office Supplies,Art,"Binney & Smith inkTank Desk Highlighter, Chisel Tip, Yellow, 12/Box",3.44,2,0.2,0.5589999999999999
4529,05/08/2021,11/08/2021,México,Yucatán,10009,East,Technology,Phones,"Plantronics CS 50-USB - headset - Convertible, Monaural",135.99,1,0.0,36.7173
4530,05/08/2021,11/08/2021,México,Yucatán,10009,East,Office Supplies,Art,"Binney & Smith inkTank Erasable Pocket Highlighter, Chisel Tip, Yellow",15.96,7,0.0,7.0224
4531,22/09/2019,28/09/2019,México,Tabasco,40214,East,Furniture,Furnishings,G.E. Longer-Life Indoor Recessed Floodlight Bulbs,13.28,2,0.0,6.3744
4532,13/11/2018,17/11/2018,México,Morelos,37087,Center,Office Supplies,Storage,Portfile Personal File Boxes,84.96,6,0.2,6.372000000000001
4533,29/08/2018,02/09/2018,México,Verracruz,48234,,Technology,Phones,Samsung Rugby III,131.98,2,0.0,35.6346
4534,29/08/2018,02/09/2018,México,Verracruz,48234,,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,114.52,7,0.0,11.452
4535,06/06/2021,10/06/2021,México,Baja California Sur,77070,North,Office Supplies,Labels,Round Specialty Laser Printer Labels,100.24,10,0.2,33.830999999999996
4536,18/03/2019,20/03/2019,México,Morelos,38401,Center,Office Supplies,Appliances,Hoover WindTunnel Plus Canister Vacuum,871.8,3,0.2,87.18
4537,14/01/2021,15/01/2021,México,Guerrero,19140,West,Furniture,Bookcases,Sauder Cornerstone Collection Library,61.96,4,0.5,-53.2856
4538,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Office Supplies,Binders,Wilson Jones Standard D-Ring Binders,4.553999999999999,3,0.7,-3.4914
4539,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Office Supplies,Appliances,"Bravo II Megaboss 12-Amp Hard Body Upright, Replacement Belts, 2 Belts per Pack",5.2,2,0.2,0.585
4540,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Technology,Accessories,Logitech P710e Mobile Speakerphone,205.99200000000002,1,0.2,-2.5749
4541,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Office Supplies,Paper,Xerox 206,15.552,3,0.2,5.4432
4542,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Technology,Phones,VTech DS6151,503.96,5,0.2,50.396
4543,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Office Supplies,Appliances,"Eureka Sanitaire  Multi-Pro Heavy-Duty Upright, Disposable Bags",24.471999999999998,7,0.2,1.8354
4544,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Furniture,Bookcases,Bush Mission Pointe Library,241.56799999999998,2,0.2,0.0
4545,03/06/2020,10/06/2020,México,Oaxaca,33024,East,Technology,Accessories,WD My Passport Ultra 1TB Portable External Hard Drive,110.4,2,0.2,-4.14
4546,03/06/2020,09/06/2020,México,Yucatán,10011,East,Furniture,Tables,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",384.76800000000003,2,0.4,-115.4304
4547,03/06/2020,09/06/2020,México,Yucatán,10011,East,Technology,Machines,Hewlett-Packard 300S Scientific Calculator,78.66,6,0.0,36.1836
4548,03/06/2020,09/06/2020,México,Yucatán,10011,East,Office Supplies,Paper,Xerox 188,45.36,4,0.0,22.2264
4549,21/03/2018,26/03/2018,México,Nayarit,28540,West,Office Supplies,Appliances,Honeywell Enviracaire Portable HEPA Air Cleaner for 17' x 22' Room,962.08,4,0.2,156.338
4550,21/03/2018,26/03/2018,México,Nayarit,28540,West,Office Supplies,Binders,"GBC Laser Imprintable Binding System Covers, Desert Sand",12.843,3,0.7,-9.8463
4551,21/03/2018,26/03/2018,México,Nayarit,28540,West,Office Supplies,Paper,Xerox 1883,295.45599999999996,14,0.2,96.0232
4552,19/09/2020,24/09/2020,México,Yucatán,10011,East,Office Supplies,Paper,Xerox 228,32.4,5,0.0,15.552
4553,15/09/2021,19/09/2021,México,Guerrero,19120,West,Furniture,Furnishings,"Seth Thomas 16"" Steel Case Clock",103.936,4,0.2,16.8896
4554,20/11/2019,25/11/2019,México,Oaxaca,32839,East,Furniture,Bookcases,O'Sullivan 2-Door Barrister Bookcase in Odessa Pine,289.568,2,0.2,10.8588
4555,20/11/2019,25/11/2019,México,Oaxaca,32839,East,Office Supplies,Storage,Akro-Mils 12-Gallon Tote,39.72,5,0.2,4.4685
4556,20/11/2019,25/11/2019,México,Oaxaca,32839,East,Technology,Phones,Grandstream GXP2100 Mainstream Business Phone,244.768,4,0.2,24.4768
4557,28/10/2020,01/11/2020,México,Baja California Sur,77095,North,Technology,Accessories,Imation 8gb Micro Traveldrive Usb 2.0 Flash Drive,24.0,2,0.2,-2.7
4558,28/10/2020,01/11/2020,México,Baja California Sur,77095,North,Office Supplies,Paper,Xerox 21,15.552,3,0.2,5.4432
4559,28/10/2020,01/11/2020,México,Baja California Sur,77095,North,Technology,Accessories,Logitech Desktop MK120 Mouse and keyboard Combo,26.176,2,0.2,-3.272
4560,24/07/2018,28/07/2018,México,Tabasco,40214,East,Furniture,Furnishings,"Eldon Expressions Wood and Plastic Desk Accessories, Cherry Wood",20.94,3,0.0,6.0726
4561,24/07/2018,28/07/2018,México,Tabasco,40214,East,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",135.09,9,0.0,62.1414
4562,24/07/2018,28/07/2018,México,Tabasco,40214,East,Technology,Accessories,Anker Ultra-Slim Mini Bluetooth 3.0 Wireless Keyboard,279.86,14,0.0,64.3678
4563,24/07/2018,28/07/2018,México,Tabasco,40214,East,Office Supplies,Binders,"GBC Prepunched Paper, 19-Hole, for Binding Systems, 24-lb",90.06,6,0.0,41.4276
4564,02/11/2021,06/11/2021,México,Colima,44256,West,Technology,Phones,Polycom CX300 Desktop Phone USB VoIP phone,539.964,6,0.4,-107.9928
4565,02/11/2021,06/11/2021,México,Colima,44256,West,Technology,Phones,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,50.232,7,0.4,-10.0464
4566,02/11/2021,06/11/2021,México,Colima,44256,West,Office Supplies,Binders,Acco D-Ring Binder w/DublLock,19.242,3,0.7,-13.4694
4567,17/11/2020,22/11/2020,México,Yucatán,10011,East,Office Supplies,Storage,Deluxe Rollaway Locking File with Drawer,1247.64,3,0.0,349.3392
4568,26/06/2019,30/06/2019,México,Durango,60653,North,Office Supplies,Art,Newell 311,5.303999999999999,3,0.2,0.4641
4569,09/10/2019,11/10/2019,México,Guerrero,19143,West,Office Supplies,Paper,Xerox 1947,19.136,4,0.2,5.98
4570,09/10/2019,11/10/2019,México,Guerrero,19143,West,Furniture,Furnishings,Luxo Professional Magnifying Clamp-On Fluorescent Lamps,332.832,4,0.2,-24.9624
4571,20/12/2020,26/12/2020,México,Yucatán,10009,East,Office Supplies,Paper,Xerox 1908,279.9,5,0.0,137.151
4572,20/12/2020,26/12/2020,México,Yucatán,10009,East,Office Supplies,Binders,GBC Premium Transparent Covers with Diagonal Lined Pattern,50.352,3,0.2,17.6232
4573,20/12/2020,26/12/2020,México,Yucatán,10009,East,Office Supplies,Paper,Xerox 188,34.02,3,0.0,16.6698
4574,16/01/2020,18/01/2020,México,Verracruz,49201,,Office Supplies,Binders,GBC DocuBind P400 Electric Binding System,5443.96,4,0.0,2504.2216
4575,16/01/2020,18/01/2020,México,Verracruz,49201,,Furniture,Chairs,Office Star Flex Back Scooter Chair with Aluminum Finish Frame,302.67,3,0.0,72.6408
4576,16/01/2020,18/01/2020,México,Verracruz,49201,,Office Supplies,Paper,"TOPS Money Receipt Book, Consecutively Numbered in Red,",56.07,7,0.0,25.2315
4577,07/07/2019,13/07/2019,México,Guerrero,19120,West,Office Supplies,Labels,"Permanent Self-Adhesive File Folder Labels for Typewriters, 1 1/8 x 3 1/2, White",10.08,2,0.2,3.2760000000000002
4578,07/07/2019,13/07/2019,México,Guerrero,19120,West,Technology,Phones,Panasonic KX T7731-B Digital phone,59.994,1,0.4,-12.9987
4579,07/07/2019,13/07/2019,México,Guerrero,19120,West,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 14 7/8"" x 11"", Executive Red",5.715,5,0.7,-4.7625
4580,07/07/2019,13/07/2019,México,Guerrero,19120,West,Office Supplies,Binders,GBC Standard Plastic Binding Systems' Combs,9.42,5,0.7,-7.85
4581,22/12/2021,26/12/2021,México,Yucatán,10024,East,Office Supplies,Storage,Desktop 3-Pocket Hot File,216.4,4,0.0,56.263999999999996
4582,23/02/2021,27/02/2021,México,Baja California Sur,79907,North,Office Supplies,Labels,Staple-on labels,6.936,3,0.2,2.3409
4583,23/02/2021,27/02/2021,México,Baja California Sur,79907,North,Office Supplies,Binders,GBC Plastic Binding Combs,4.428,3,0.8,-6.8634
4584,04/12/2020,08/12/2020,México,Baja California,55901,North,Office Supplies,Art,Newell 310,8.8,5,0.0,2.552
4585,04/12/2020,08/12/2020,México,Baja California,55901,North,Technology,Accessories,First Data TMFD35 PIN Pad,142.8,1,0.0,29.988000000000003
4586,04/12/2020,08/12/2020,México,Baja California,55901,North,Technology,Accessories,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,399.95,5,0.0,143.982
4587,21/11/2021,22/11/2021,México,Yucatán,14215,East,Office Supplies,Binders,GBC DocuBind TL300 Electric Binding System,2152.776,3,0.2,726.5619
4588,21/11/2021,22/11/2021,México,Yucatán,14215,East,Furniture,Bookcases,DMI Eclipse Executive Suite Bookcases,4007.84,10,0.2,-50.098
4589,20/10/2021,23/10/2021,México,Morelos,37918,Center,Furniture,Tables,"Lesro Round Back Collection Coffee Table, End Table",328.59,3,0.4,-147.8655
4590,20/10/2021,23/10/2021,México,Morelos,37918,Center,Office Supplies,Storage,"Contico 72""H Heavy-Duty Storage System",98.352,3,0.2,-24.588
4591,16/11/2020,19/11/2020,México,Guanajuato,98103,West,Office Supplies,Paper,Xerox 1933,73.68,6,0.0,34.6296
4592,16/11/2020,19/11/2020,México,Guanajuato,98103,West,Furniture,Furnishings,"Tenex ""The Solids"" Textured Chair Mats",139.92,2,0.0,23.7864
4593,16/11/2020,19/11/2020,México,Guanajuato,98103,West,Technology,Phones,Plantronics Encore H101 Dual Earpieces Headset,107.88,3,0.2,10.788
4594,16/11/2020,19/11/2020,México,Guanajuato,98103,West,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,33.29,1,0.0,7.9896
