Backorder Risk;Distribution Center;Location;Product ID;Risk Score
62;Center H;SouthAfrica;10049974;High
62;Center H;SouthAfrica;10050008;Low
62;Center H;SouthAfrica;10050028;Low
62;Center H;SouthAfrica;10050039;Low
62;Center H;SouthAfrica;10050127;Low
62;Center H;SouthAfrica;10050259;Low
62;Center H;Spain;10019647;High
62;Center H;Spain;10019757;High
62;Center H;Spain;10019997;High
62;Center H;Spain;10021187;High
62;Center H;Spain;10042067;Low
62;Center H;Spain;10042187;Low
62;Center H;UK;10016997;High
62;Center H;UK;10018377;High
62;Center H;UK;10018507;High
62;Center H;USA;10000097;High
62;Center H;USA;10000467;High
62;Center H;USA;10000627;High
62;Center H;USA;10001177;High
62;Center H;USA;10001477;High
62;Center H;USA;10001707;High
62;Center H;USA;10002447;High
62;Center H;USA;10002707;High
62;Center H;USA;10002947;High
62;Center H;USA;10003087;High
62;Center H;USA;10003267;High
62;Center H;USA;10003817;High
62;Center H;USA;10004277;High
62;Center H;USA;10004417;High
62;Center H;USA;10005017;High
62;Center H;USA;10005787;High
62;Center H;USA;10006347;High
62;Center H;USA;10006997;High
62;Center H;USA;10007177;High
62;Center H;USA;10007377;High
62;Center H;USA;10007607;High
62;Center H;USA;10007927;High
62;Center H;USA;10008737;High
62;Center H;USA;10009917;High
62;Center H;USA;10010167;High
62;Center H;USA;10010247;High
62;Center H;USA;10010467;High
62;Center H;USA;10010797;High
62;Center H;USA;10010867;High
62;Center H;USA;10011927;High
62;Center H;USA;10012047;High
62;Center H;USA;10012717;High
62;Center H;USA;10013257;High
62;Center H;USA;10013547;High
62;Center H;USA;10013767;High
62;Center H;USA;10013947;High
62;Center H;USA;10014077;High
62;Center H;USA;10014337;High
62;Center H;USA;10014637;High
62;Center H;USA;10015297;High
62;Center H;USA;10015517;High
62;Center H;USA;10015787;High
62;Center H;USA;10015957;High
62;Center H;USA;10016007;High
62;Center H;USA;10031527;High
62;Center H;USA;10031657;High
62;Center H;USA;10032287;High
62;Center H;USA;10032677;High
62;Center H;USA;10032797;High
62;Center H;USA;10033017;High
62;Center H;USA;10033457;High
62;Center H;USA;10033527;High
62;Center H;USA;10033797;High
62;Center H;USA;10034167;High
62;Center H;USA;10034327;High
62;Center H;USA;10034687;High
62;Center H;USA;10034707;High
62;Center H;USA;10036507;High
62;Center H;USA;10037197;High
62;Center H;USA;10037667;High
62;Center H;USA;10038237;High
62;Center H;USA;10038507;High
62;Center I;Brazil;10045513;High
62;Center I;Brazil;10050971;High
62;Center I;Brazil;10051321;High
62;Center I;Brazil;10051583;High
62;Center I;Brazil;10052004;High
62;Center I;France;10018538;High
62;Center I;France;10018598;High
62;Center I;France;10018948;High
62;Center I;Greater China;10022498;High
62;Center I;Greater China;10023478;High
62;Center I;Greater China;10023898;High
62;Center I;Greater China;10024118;High
62;Center I;Greater China;10024808;High
62;Center I;Greater China;10024958;High
62;Center I;Greater China;10025168;High
62;Center I;Greater China;10026008;High
62;Center I;Greater China;10026118;High
62;Center I;Greater China;10026248;High
62;Center I;Greater China;10026918;High
62;Center I;Greater China;10027128;High
62;Center I;Japan;10029128;High
62;Center I;Japan;10029448;High
62;Center I;Japan;10029728;High
62;Center I;Japan;10029918;High
62;Center I;Japan;10029968;High
62;Center I;Japan;10030238;High
62;Center I;Japan;10030338;High
62;Center I;Japan;10031118;High
62;Center I;Japan;10031128;High
62;Center I;Japan;10031318;High
62;Center I;Japan;10043098;Low
62;Center I;Japan;10043798;Low
62;Center I;Japan;10044498;Low
62;Center I;SouthAfrica;10046040;Low
62;Center I;SouthAfrica;10046600;Low
62;Center I;SouthAfrica;10047889;Low
62;Center I;SouthAfrica;10048349;Low
62;Center I;SouthAfrica;10048600;Low
62;Center I;SouthAfrica;10049400;Low
62;Center I;SouthAfrica;10049480;Low
62;Center I;SouthAfrica;10049880;Low
62;Center I;SouthAfrica;10050289;Low
62;Center I;Spain;10019688;High
62;Center I;Spain;10020158;High
62;Center I;Spain;10020738;High
62;Center I;Spain;10020818;High
62;Center I;Spain;10021638;High
62;Center I;Spain;10022198;High
62;Center I;Spain;10041948;Low
62;Center I;Spain;10042008;Low
62;Center I;Spain;10042248;Low
62;Center I;UK;10016978;High
62;Center I;UK;10017568;High
62;Center I;USA;10000058;High
62;Center I;USA;10000478;High
62;Center I;USA;10000558;High
62;Center I;USA;10000608;High
62;Center I;USA;10000768;High
62;Center I;USA;10001128;High
62;Center I;USA;10001448;High
62;Center I;USA;10002318;High
62;Center I;USA;10002398;High
62;Center I;USA;10002538;High
62;Center I;USA;10003358;High
62;Center I;USA;10003558;High
62;Center I;USA;10004288;High
62;Center I;USA;10004368;High
62;Center I;USA;10004958;High
62;Center I;USA;10005738;High
62;Center I;USA;10006288;High
62;Center I;USA;10007728;High
62;Center I;USA;10008018;High
62;Center I;USA;10008308;High
62;Center I;USA;10009148;High
62;Center I;USA;10009648;High
62;Center I;USA;10009848;High
62;Center I;USA;10009948;High
62;Center I;USA;10010238;High
62;Center I;USA;10010498;High
62;Center I;USA;10010678;High
62;Center I;USA;10011398;High
62;Center I;USA;10011488;High
62;Center I;USA;10011658;High
62;Center I;USA;10011958;High
62;Center I;USA;10012208;High
62;Center I;USA;10014298;High
62;Center I;USA;10014408;High
62;Center I;USA;10014688;High
62;Center I;USA;10015108;High
62;Center I;USA;10015778;High
62;Center I;USA;10015798;High
62;Center I;USA;10015968;High
62;Center I;USA;10015998;High
62;Center I;USA;10016578;High
62;Center I;USA;10016638;High
62;Center I;USA;10031718;High
62;Center I;USA;10032058;High
62;Center I;USA;10032198;High
62;Center I;USA;10032448;High
62;Center I;USA;10032458;High
62;Center I;USA;10032578;High
62;Center I;USA;10032818;High
62;Center I;USA;10033038;High
62;Center I;USA;10033058;High
62;Center I;USA;10033718;High
62;Center I;USA;10033868;High
62;Center I;USA;10034278;High
62;Center I;USA;10034468;High
62;Center I;USA;10035408;High
62;Center I;USA;10036008;High
62;Center I;USA;10036858;High
62;Center I;USA;10036908;High
62;Center I;USA;10037398;High
62;Center I;USA;10038358;High
62;Center I;USA;10038778;High
62;Center I;USA;10039118;High
62;Center I;USA;10039398;High
62;Center I;USA;10040598;Low
62;Center J;France;10019489;High
62;Center J;France;10040919;Low
62;Center J;France;10041079;Low
62;Center J;France;10041349;Low
62;Center J;France;10041549;Low
62;Center J;France;10041669;Low
62;Center J;Germany;10041769;Low
62;Center J;Greater China;10022509;High
62;Center J;Greater China;10022629;High
62;Center J;Greater China;10022839;High
62;Center J;Greater China;10023399;High
62;Center J;Greater China;10024839;High
62;Center J;Greater China;10026539;High
62;Center J;Greater China;10042629;Low
62;Center J;Greater China;10042769;Low
62;Center J;Greater China;10042889;Low
62;Center J;Japan;10027879;High
62;Center J;Japan;10028049;High
62;Center J;Japan;10028729;High
62;Center J;Japan;10029209;High
62;Center J;Japan;10029669;High
62;Center J;Japan;10029839;High
62;Center J;Japan;10030789;High
62;Center J;Japan;10030829;High
62;Center J;Japan;10030959;High
62;Center J;Japan;10043959;Low
62;Center J;Japan;10044059;Low
62;Center J;Japan;10044099;Low
62;Center J;Spain;10019949;High
62;Center J;Spain;10020339;High
62;Center J;Spain;10020859;High
62;Center J;Spain;10021019;High
62;Center J;Spain;10041869;Low
62;Center J;UK;10017829;High
62;Center J;USA;10000009;High
62;Center J;USA;10000139;High
62;Center J;USA;10000479;High
62;Center J;USA;10001169;High
62;Center J;USA;10001609;High
62;Center J;USA;10001809;High
62;Center J;USA;10002049;High
62;Center J;USA;10002209;High
62;Center J;USA;10002289;High
62;Center J;USA;10002849;High
62;Center J;USA;10003269;High
62;Center J;USA;10004079;High
62;Center J;USA;10004509;High
62;Center J;USA;10004639;High
62;Center J;USA;10004849;High
62;Center J;USA;10006209;High
62;Center J;USA;10006269;High
62;Center J;USA;10006339;High
62;Center J;USA;10006379;High
62;Center J;USA;10006809;High
62;Center J;USA;10006969;High
62;Center J;USA;10008679;High
62;Center J;USA;10009019;High
62;Center J;USA;10009229;High
62;Center J;USA;10009979;High
62;Center J;USA;10010089;High
62;Center J;USA;10010119;High
62;Center J;USA;10010499;High
62;Center J;USA;10010769;High
62;Center J;USA;10010959;High
62;Center J;USA;10011139;High
62;Center J;USA;10011779;High
62;Center J;USA;10011849;High
62;Center J;USA;10011879;High
62;Center J;USA;10011979;High
62;Center J;USA;10012029;High
62;Center J;USA;10012569;High
62;Center J;USA;10012769;High
62;Center J;USA;10015279;High
62;Center J;USA;10016269;High
62;Center J;USA;10016449;High
62;Center J;USA;10016639;High
62;Center J;USA;10031619;High
62;Center J;USA;10032639;High
62;Center J;USA;10033249;High
62;Center J;USA;10033379;High
62;Center J;USA;10033929;High
62;Center J;USA;10034599;High
62;Center J;USA;10034769;High
62;Center J;USA;10034969;High
62;Center J;USA;10035869;High
62;Center J;USA;10036259;High
62;Center J;USA;10036489;High
62;Center J;USA;10037069;High
62;Center J;USA;10037379;High
62;Center J;USA;10038029;High
62;Center J;USA;10039449;High
62;Center J;USA;10040669;Low
62;Center J;USA;10040689;Low
63;Center A;France;10018560;High
63;Center A;France;10018930;High
63;Center A;Greater China;10023020;High
63;Center A;Greater China;10023090;High
63;Center A;Greater China;10023120;High
63;Center A;Greater China;10025280;High
63;Center A;Greater China;10025300;High
63;Center A;Greater China;10025640;High
63;Center A;Greater China;10026200;High
63;Center A;Greater China;10026260;High
63;Center A;Greater China;10026540;High
63;Center A;Greater China;10026550;High
63;Center A;Greater China;10027260;High
63;Center A;Greater China;10042830;Low
63;Center A;Japan;10027690;High
63;Center A;Japan;10028190;High
63;Center A;Japan;10028370;High
63;Center A;Japan;10028820;High
63;Center A;Japan;10029160;High
63;Center A;Japan;10029400;High
63;Center A;Japan;10029500;High
63;Center A;Japan;10029770;High
63;Center A;Japan;10030220;High
63;Center A;Japan;10030230;High
63;Center A;Japan;10030250;High
63;Center A;Japan;10043050;Low
63;Center A;Japan;10043110;Low
63;Center A;Japan;10043120;Low
63;Center A;Japan;10043570;Low
63;Center A;Japan;10043760;Low
63;Center A;Japan;10044080;Low
63;Center A;Japan;10044750;Low
63;Center A;Japan;10045100;Low
63;Center A;Spain;10019510;High
63;Center A;Spain;10019560;High
63;Center A;Spain;10019730;High
63;Center A;Spain;10019850;High
63;Center A;Spain;10019860;High
63;Center A;Spain;10020290;High
63;Center A;Spain;10020480;High
63;Center A;Spain;10021820;High
63;Center A;Spain;10042300;Low
63;Center A;Spain;10042360;Low
63;Center A;UK;10016960;High
63;Center A;UK;10017280;High
63;Center A;UK;10017300;High
63;Center A;UK;10017840;High
63;Center A;UK;10018410;High
63;Center A;UK;10018510;High
63;Center A;USA;10000030;High
63;Center A;USA;10001670;High
63;Center A;USA;10002300;High
63;Center A;USA;10002660;High
63;Center A;USA;10002780;High
63;Center A;USA;10003160;High
63;Center A;USA;10003700;High
63;Center A;USA;10004220;High
63;Center A;USA;10004290;High
63;Center A;USA;10005960;High
63;Center A;USA;10007170;High
63;Center A;USA;10007220;High
63;Center A;USA;10007580;High
63;Center A;USA;10007770;High
63;Center A;USA;10007800;High
63;Center A;USA;10008020;High
63;Center A;USA;10008130;High
63;Center A;USA;10008150;High
63;Center A;USA;10009490;High
63;Center A;USA;10009980;High
63;Center A;USA;10010650;High
63;Center A;USA;10011220;High
63;Center A;USA;10011870;High
63;Center A;USA;10012390;High
63;Center A;USA;10012680;High
63;Center A;USA;10013000;High
63;Center A;USA;10013660;High
63;Center A;USA;10013880;High
63;Center A;USA;10014200;High
63;Center A;USA;10014580;High
63;Center A;USA;10014960;High
63;Center A;USA;10015560;High
63;Center A;USA;10016540;High
63;Center A;USA;10031730;High
63;Center A;USA;10031970;High
63;Center A;USA;10032440;High
63;Center A;USA;10032460;High
63;Center A;USA;10033250;High
63;Center A;USA;10033580;High
63;Center A;USA;10034350;High
63;Center A;USA;10035560;High
63;Center A;USA;10035890;High
63;Center A;USA;10036560;High
63;Center A;USA;10036580;High
63;Center A;USA;10036870;High
63;Center A;USA;10037280;High
63;Center A;USA;10037430;High
63;Center A;USA;10037850;High
63;Center A;USA;10037970;High
63;Center A;USA;10038080;High
63;Center A;USA;10038410;High
63;Center A;USA;10038620;High
63;Center A;USA;10039050;High
63;Center A;USA;10039860;High
63;Center A;USA;10039890;High
63;Center A;USA;10040510;Low
63;Center A;USA;10040520;Low
63;Center B;Australia;10047259;High
63;Center B;France;10019031;High
63;Center B;France;10019231;High
63;Center B;France;10019441;High
63;Center B;France;10040951;Low
63;Center B;France;10041011;Low
63;Center B;France;10041271;Low
63;Center B;France;10041711;Low
63;Center B;Greater China;10022571;High
63;Center B;Greater China;10022731;High
63;Center B;Greater China;10022801;High
63;Center B;Greater China;10022981;High
63;Center B;Greater China;10023381;High
63;Center B;Greater China;10023451;High
63;Center B;Greater China;10023551;High
63;Center B;Greater China;10024421;High
63;Center B;Greater China;10024611;High
63;Center B;Greater China;10025021;High
63;Center B;Greater China;10025161;High
63;Center B;Greater China;10025171;High
63;Center B;Greater China;10026051;High
63;Center B;Greater China;10026241;High
63;Center B;Greater China;10026511;High
63;Center B;Greater China;10026731;High
63;Center B;Greater China;10026841;High
63;Center B;Greater China;10027271;High
63;Center B;Greater China;10042451;Low
63;Center B;Greater China;10042611;Low
63;Center B;Japan;10028001;High
63;Center B;Japan;10028851;High
63;Center B;Japan;10029001;High
63;Center B;Japan;10030221;High
63;Center B;Japan;10030571;High
63;Center B;Japan;10031491;High
63;Center B;Japan;10043201;Low
63;Center B;Japan;10043211;Low
63;Center B;Japan;10043831;Low
63;Center B;Japan;10044311;Low
63;Center B;Spain;10019931;High
63;Center B;Spain;10020011;High
63;Center B;Spain;10020851;High
63;Center B;Spain;10021471;High
63;Center B;Spain;10021551;High
63;Center B;Spain;10021771;High
63;Center B;Spain;10042021;Low
63;Center B;UK;10017181;High
63;Center B;UK;10017761;High
63;Center B;UK;10018271;High
63;Center B;USA;10000081;High
63;Center B;USA;10000331;High
63;Center B;USA;10000571;High
63;Center B;USA;10001111;High
63;Center B;USA;10001471;High
63;Center B;USA;10001841;High
63;Center B;USA;10003121;High
63;Center B;USA;10003181;High
63;Center B;USA;10003501;High
63;Center B;USA;10003531;High
63;Center B;USA;10003701;High
63;Center B;USA;10003721;High
63;Center B;USA;10003941;High
63;Center B;USA;10004401;High
63;Center B;USA;10004901;High
63;Center B;USA;10005371;High
63;Center B;USA;10005401;High
63;Center B;USA;10005931;High
63;Center B;USA;10007511;High
63;Center B;USA;10008151;High
63;Center B;USA;10008441;High
63;Center B;USA;10008861;High
63;Center B;USA;10009771;High
63;Center B;USA;10011801;High
63;Center B;USA;10012121;High
63;Center B;USA;10012451;High
63;Center B;USA;10012601;High
63;Center B;USA;10012661;High
63;Center B;USA;10012791;High
63;Center B;USA;10013101;High
63;Center B;USA;10013121;High
63;Center B;USA;10013331;High
63;Center B;USA;10013761;High
63;Center B;USA;10013851;High
63;Center B;USA;10014071;High
63;Center B;USA;10014761;High
63;Center B;USA;10015081;High
63;Center B;USA;10015811;High
63;Center B;USA;10015961;High
63;Center B;USA;10016031;High
63;Center B;USA;10016181;High
63;Center B;USA;10016471;High
63;Center B;USA;10031511;High
63;Center B;USA;10031561;High
63;Center B;USA;10031671;High
63;Center B;USA;10032181;High
63;Center B;USA;10032331;High
63;Center B;USA;10034901;High
63;Center B;USA;10036001;High
63;Center B;USA;10036861;High
63;Center B;USA;10036881;High
63;Center B;USA;10036941;High
63;Center B;USA;10037151;High
63;Center B;USA;10037291;High
63;Center B;USA;10037311;High
63;Center B;USA;10037491;High
63;Center B;USA;10038241;High
63;Center B;USA;10038811;High
63;Center B;USA;10039201;High
63;Center B;USA;10039281;High
63;Center B;USA;10039561;High
63;Center C;Brazil;10045298;Low
63;Center C;Brazil;10045439;Low
63;Center C;Brazil;10050677;Low
63;Center C;Brazil;10050823;Low
63;Center C;Brazil;10051689;Low
63;Center C;Brazil;10051766;Low
63;Center C;France;10018992;High
63;Center C;France;10040962;Low
63;Center C;France;10041062;Low
63;Center C;France;10041222;Low
63;Center C;France;10041302;Low
63;Center C;France;10041522;Low
63;Center C;France;10041632;Low
63;Center C;Greater China;10022682;High
63;Center C;Greater China;10022762;High
63;Center C;Greater China;10023732;High
63;Center C;Greater China;10024062;High
63;Center C;Greater China;10024082;High
63;Center C;Greater China;10024162;High
63;Center C;Greater China;10024412;High
63;Center C;Greater China;10024452;High
63;Center C;Greater China;10024602;High
63;Center C;Greater China;10024622;High
63;Center C;Greater China;10025002;High
63;Center C;Greater China;10025072;High
63;Center C;Greater China;10025272;High
63;Center C;Greater China;10025452;High
63;Center C;Greater China;10025602;High
63;Center C;Greater China;10025752;High
63;Center C;Greater China;10026282;High
63;Center C;Greater China;10026592;High
63;Center C;Greater China;10027052;High
63;Center C;Greater China;10042582;Low
63;Center C;Greater China;10042752;Low
63;Center C;Greater China;10042882;Low
63;Center C;Japan;10028362;High
63;Center C;Japan;10029062;High
63;Center C;Japan;10029242;High
63;Center C;Japan;10029382;High
63;Center C;Japan;10029452;High
63;Center C;Japan;10029502;High
63;Center C;Japan;10030342;High
63;Center C;Japan;10030372;High
63;Center C;Japan;10030872;High
63;Center C;Japan;10043822;Low
63;Center C;Japan;10043882;Low
63;Center C;Japan;10044822;Low
63;Center C;Japan;10045112;Low
63;Center C;SouthAfrica;10046021;Low
63;Center C;SouthAfrica;10046090;Low
63;Center C;SouthAfrica;10046110;Low
63;Center C;SouthAfrica;10046781;Low
63;Center C;SouthAfrica;10047050;Low
63;Center C;SouthAfrica;10047181;Low
63;Center C;SouthAfrica;10047550;Low
63;Center C;SouthAfrica;10048101;Low
63;Center C;SouthAfrica;10048330;Low
63;Center C;SouthAfrica;10048690;Low
63;Center C;SouthAfrica;10049341;Low
63;Center C;SouthAfrica;10049841;Low
63;Center C;Spain;10020512;High
63;Center C;Spain;10020682;High
63;Center C;Spain;10020822;High
63;Center C;Spain;10020892;High
63;Center C;Spain;10021122;High
63;Center C;Spain;10021382;High
63;Center C;Spain;10021462;High
63;Center C;Spain;10022042;High
63;Center C;Spain;10022092;High
63;Center C;Spain;10041932;Low
63;Center C;Spain;10042072;Low
63;Center C;Spain;10042352;Low
63;Center C;UK;10016852;High
63;Center C;UK;10016992;High
63;Center C;UK;10017582;High
63;Center C;UK;10017622;High
63;Center C;UK;10017852;High
63;Center C;USA;10000392;High
63;Center C;USA;10000562;High
63;Center C;USA;10001262;High
63;Center C;USA;10001652;High
63;Center C;USA;10002252;High
63;Center C;USA;10002352;High
63;Center C;USA;10003062;High
63;Center C;USA;10003292;High
63;Center C;USA;10003522;High
63;Center C;USA;10004922;High
63;Center C;USA;10005252;High
63;Center C;USA;10005272;High
63;Center C;USA;10005982;High
63;Center C;USA;10006202;High
63;Center C;USA;10007462;High
63;Center C;USA;10008072;High
63;Center C;USA;10008372;High
63;Center C;USA;10008382;High
63;Center C;USA;10008982;High
63;Center C;USA;10008992;High
63;Center C;USA;10009632;High
63;Center C;USA;10009882;High
63;Center C;USA;10010162;High
63;Center C;USA;10010282;High
63;Center C;USA;10010802;High
63;Center C;USA;10011552;High
63;Center C;USA;10013072;High
63;Center C;USA;10013512;High
63;Center C;USA;10013632;High
63;Center C;USA;10014802;High
63;Center C;USA;10014872;High
63;Center C;USA;10015182;High
63;Center C;USA;10031612;High
63;Center C;USA;10031822;High
63;Center C;USA;10031832;High
63;Center C;USA;10032602;High
63;Center C;USA;10032792;High
63;Center C;USA;10033592;High
63;Center C;USA;10034302;High
63;Center C;USA;10034392;High
63;Center C;USA;10034822;High
63;Center C;USA;10034842;High
63;Center C;USA;10034902;High
63;Center C;USA;10035072;High
63;Center C;USA;10036252;High
63;Center C;USA;10037472;High
63;Center C;USA;10037652;High
63;Center C;USA;10037832;High
63;Center C;USA;10038252;High
63;Center C;USA;10038292;High
63;Center C;USA;10039702;High
63;Center D;Brazil;10045275;Low
63;Center D;France;10019203;High
63;Center D;France;10040763;Low
63;Center D;France;10041413;Low
63;Center D;France;10041493;Low
63;Center D;France;10041583;Low
63;Center D;Greater China;10022343;High
63;Center D;Greater China;10022723;High
63;Center D;Greater China;10023043;High
63;Center D;Greater China;10023093;High
63;Center D;Greater China;10023413;High
63;Center D;Greater China;10023933;High
63;Center D;Greater China;10024373;High
63;Center D;Greater China;10024643;High
63;Center D;Greater China;10024673;High
63;Center D;Greater China;10025263;High
63;Center D;Greater China;10025523;High
63;Center D;Greater China;10026053;High
63;Center D;Greater China;10042853;Low
63;Center D;Japan;10027983;High
63;Center D;Japan;10028193;High
63;Center D;Japan;10028253;High
63;Center D;Japan;10028613;High
63;Center D;Japan;10028693;High
63;Center D;Japan;10028903;High
63;Center D;Japan;10029013;High
63;Center D;Japan;10029373;High
63;Center D;Japan;10029653;High
63;Center D;Japan;10030123;High
63;Center D;Japan;10030233;High
63;Center D;Japan;10031423;High
63;Center D;Japan;10044173;Low
63;Center D;Japan;10044483;Low
63;Center D;Japan;10044543;Low
63;Center D;Spain;10020463;High
63;Center D;Spain;10020753;High
63;Center D;Spain;10020763;High
63;Center D;Spain;10021013;High
63;Center D;Spain;10021043;High
63;Center D;Spain;10021753;High
63;Center D;Spain;10021773;High
63;Center D;UK;10017223;High
63;Center D;UK;10018273;High
63;Center D;UK;10018513;High
63;Center D;USA;10000433;High
63;Center D;USA;10000473;High
63;Center D;USA;10000653;High
63;Center D;USA;10001063;High
63;Center D;USA;10001103;High
63;Center D;USA;10001603;High
63;Center D;USA;10001913;High
63;Center D;USA;10002183;High
63;Center D;USA;10002713;High
63;Center D;USA;10002833;High
63;Center D;USA;10003063;High
63;Center D;USA;10003283;High
63;Center D;USA;10005343;High
63;Center D;USA;10005593;High
63;Center D;USA;10006853;High
63;Center D;USA;10007103;High
63;Center D;USA;10007603;High
63;Center D;USA;10008383;High
63;Center D;USA;10008553;High
63;Center D;USA;10008943;High
63;Center D;USA;10010033;High
63;Center D;USA;10010723;High
63;Center D;USA;10010823;High
63;Center D;USA;10010973;High
63;Center D;USA;10011343;High
63;Center D;USA;10012143;High
63;Center D;USA;10012313;High
63;Center D;USA;10012653;High
63;Center D;USA;10013083;High
63;Center D;USA;10013143;High
63;Center D;USA;10013313;High
63;Center D;USA;10013373;High
63;Center D;USA;10013513;High
63;Center D;USA;10013923;High
63;Center D;USA;10014303;High
63;Center D;USA;10015653;High
63;Center D;USA;10016113;High
63;Center D;USA;10016183;High
63;Center D;USA;10016263;High
63;Center D;USA;10016683;High
63;Center D;USA;10031843;High
63;Center D;USA;10031873;High
63;Center D;USA;10032583;High
63;Center D;USA;10033423;High
63;Center D;USA;10034203;High
63;Center D;USA;10034393;High
63;Center D;USA;10035023;High
63;Center D;USA;10036343;High
63;Center D;USA;10036703;High
63;Center D;USA;10037793;High
63;Center D;USA;10039653;High
63;Center D;USA;10040603;Low
63;Center E;Australia;10047322;High
63;Center E;Brazil;10050697;Low
63;Center E;Brazil;10051001;Low
63;Center E;Brazil;10051023;Low
63;Center E;Brazil;10051235;Low
63;Center E;Brazil;10051396;Low
63;Center E;Brazil;10051522;Low
63;Center E;Brazil;10052118;Low
63;Center E;France;10018684;High
63;Center E;France;10019034;High
63;Center E;France;10019264;High
63;Center E;France;10040834;Low
63;Center E;France;10041284;Low
63;Center E;Germany;10041754;Low
63;Center E;Greater China;10022344;High
63;Center E;Greater China;10022734;High
63;Center E;Greater China;10023424;High
63;Center E;Greater China;10023884;High
63;Center E;Greater China;10024064;High
63;Center E;Greater China;10024104;High
63;Center E;Greater China;10024494;High
63;Center E;Greater China;10025044;High
63;Center E;Greater China;10025744;High
63;Center E;Greater China;10025904;High
63;Center E;Greater China;10025944;High
63;Center E;Greater China;10026884;High
63;Center E;Greater China;10027194;High
63;Center E;Greater China;10027314;High
63;Center E;Greater China;10027464;High
63;Center E;Greater China;10042724;Low
63;Center E;Greater China;10042814;Low
63;Center E;Greater China;10042854;Low
63;Center E;Japan;10027664;High
63;Center E;Japan;10028154;High
63;Center E;Japan;10028414;High
63;Center E;Japan;10029124;High
63;Center E;Japan;10029194;High
63;Center E;Japan;10029754;High
63;Center E;Japan;10029784;High
63;Center E;Japan;10030904;High
63;Center E;Japan;10043454;Low
63;Center E;Japan;10044144;Low
63;Center E;SouthAfrica;10046295;Low
63;Center E;SouthAfrica;10046602;Low
63;Center E;SouthAfrica;10047022;Low
63;Center E;SouthAfrica;10048144;Low
63;Center E;SouthAfrica;10048271;Low
63;Center E;SouthAfrica;10048444;Low
63;Center E;SouthAfrica;10048675;Low
63;Center E;SouthAfrica;10048962;Low
63;Center E;SouthAfrica;10049055;Low
63;Center E;SouthAfrica;10049422;Low
63;Center E;SouthAfrica;10050104;Low
63;Center E;SouthAfrica;10050204;Low
63;Center E;Spain;10019544;High
63;Center E;Spain;10019624;High
63;Center E;Spain;10020504;High
63;Center E;Spain;10020994;High
63;Center E;Spain;10021824;High
63;Center E;Spain;10041954;Low
63;Center E;Spain;10042054;Low
63;Center E;Spain;10042334;Low
63;Center E;UK;10016854;High
63;Center E;UK;10017114;High
63;Center E;UK;10017504;High
63;Center E;UK;10017724;High
63;Center E;UK;10018494;High
63;Center E;USA;10000044;High
63;Center E;USA;10000274;High
63;Center E;USA;10000294;High
63;Center E;USA;10001184;High
63;Center E;USA;10001544;High
63;Center E;USA;10001774;High
63;Center E;USA;10002034;High
63;Center E;USA;10002474;High
63;Center E;USA;10002764;High
63;Center E;USA;10002804;High
63;Center E;USA;10003004;High
63;Center E;USA;10003364;High
63;Center E;USA;10004004;High
63;Center E;USA;10004174;High
63;Center E;USA;10004304;High
63;Center E;USA;10004394;High
63;Center E;USA;10005564;High
63;Center E;USA;10005694;High
63;Center E;USA;10006264;High
63;Center E;USA;10006364;High
63;Center E;USA;10006504;High
63;Center E;USA;10006654;High
63;Center E;USA;10007124;High
63;Center E;USA;10008754;High
63;Center E;USA;10008814;High
63;Center E;USA;10009514;High
63;Center E;USA;10009954;High
63;Center E;USA;10010024;High
63;Center E;USA;10010724;High
63;Center E;USA;10010754;High
63;Center E;USA;10011294;High
63;Center E;USA;10011874;High
63;Center E;USA;10012284;High
63;Center E;USA;10013254;High
63;Center E;USA;10013324;High
63;Center E;USA;10014844;High
63;Center E;USA;10014854;High
63;Center E;USA;10014954;High
63;Center E;USA;10015154;High
63;Center E;USA;10015984;High
63;Center E;USA;10016254;High
63;Center E;USA;10016744;High
63;Center E;USA;10031564;High
63;Center E;USA;10031794;High
63;Center E;USA;10032554;High
63;Center E;USA;10033044;High
63;Center E;USA;10033144;High
63;Center E;USA;10034114;High
63;Center E;USA;10034334;High
63;Center E;USA;10034434;High
63;Center E;USA;10034514;High
63;Center E;USA;10034524;High
63;Center E;USA;10035354;High
63;Center E;USA;10036024;High
63;Center E;USA;10036094;High
63;Center E;USA;10036224;High
63;Center E;USA;10036354;High
63;Center E;USA;10037604;High
63;Center E;USA;10039764;High
63;Center E;USA;10040594;Low
63;Center F;Brazil;10050536;Low
63;Center F;Brazil;10050698;Low
63;Center F;Brazil;10050905;Low
63;Center F;Brazil;10051013;Low
63;Center F;Brazil;10051397;Low
63;Center F;Brazil;10051888;Low
63;Center F;Brazil;10052070;Low
63;Center F;Brazil;10052100;Low
63;Center F;Brazil;10052150;Low
63;Center F;Brazil;10052194;Low
63;Center F;France;10018745;High
63;Center F;France;10019045;High
63;Center F;France;10019085;High
63;Center F;France;10040725;Low
63;Center F;France;10040925;Low
63;Center F;France;10040955;Low
63;Center F;France;10041525;Low
63;Center F;France;10041565;Low
63;Center F;France;10041715;Low
63;Center F;Germany;10041775;Low
63;Center F;Greater China;10022585;High
63;Center F;Greater China;10023115;High
63;Center F;Greater China;10023585;High
63;Center F;Greater China;10025475;High
63;Center F;Greater China;10025875;High
63;Center F;Greater China;10025975;High
63;Center F;Greater China;10025995;High
