	Country	Date	value	Arima ForecastValue Future	Arima ForecastValue Validation	Arima MSE	Auto-Arima ForecastValue Future	Auto-Arima ForecastValue Validation	Auto-Arima MSE	Prophet ForecastValue Future	Prophet ForecastValue Validation	Prophet MSE	Regression ForecastValue Future	Regression ForecastValue Validation	Regression MSE	Regression Slope	Regression Slope Monthly Change Proj	Regression Trend Direction
205	Republic of Korea	2021-01-01		45164.589461638265		2901.5534912259473	44481.65888888889		1301.2835986001303	42694.96677267387		989.8092300868553	42357.80269618193		601.1082595472477	3.087088022287525	1126.7871281350963	Positive Trend
206	Republic of Korea	2022-01-01		46530.41808833831		2901.5534912259473	45613.166666666664		1301.2835986001303	43907.006738941855		989.8092300868553	43484.58982431656		601.1082595472477	3.087088022287525	1126.7871281350963	Positive Trend
207	Republic of Korea	2023-01-01		47909.20438758873		2901.5534912259473	46744.67444444444		1301.2835986001303	45178.972203646066		989.8092300868553	44611.376952451654		601.1082595472477	3.087088022287525	1126.7871281350963	Positive Trend
208	Luxembourg	2011-01-01			99291.19904668228	15270.892992858624		94973.6019047619	4615.97973274883		92253.23309207527	3137.635926253082		89384.70694441535	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
209	Luxembourg	2012-01-01			104528.59226996539	15270.892992858624		97942.1838095238	4615.97973274883		96061.36051495807	3137.635926253082		92446.28646336403	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
210	Luxembourg	2013-01-01			109169.22684833761	15270.892992858624		100910.7657142857	4615.97973274883		97103.03453129693	3137.635926253082		95516.2538714055	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
211	Luxembourg	2014-01-01			113939.85040108484	15270.892992858624		103879.3476190476	4615.97973274883		101867.9921389462	3137.635926253082		98577.83339035325	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
212	Luxembourg	2015-01-01			118840.46292820708	15270.892992858624		106847.92952380951	4615.97973274883		106155.08064216255	3137.635926253082		101639.412909301	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
213	Luxembourg	2016-01-01			123871.06442970433	15270.892992858624		109816.51142857141	4615.97973274883		109963.20806504638	3137.635926253082		104700.99242824968	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
214	Luxembourg	2017-01-01		111232.64921001557	129031.6549055766	15270.892992858624	110528.55111111111	112785.09333333331	4615.97973274883	108288.39286080553	111004.88208138535	3137.635926253082	108174.66359056998	107770.95983629115	1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
215	Luxembourg	2018-01-01		115138.55577790036		15270.892992858624	113416.54222222223		4615.97973274883	113071.27687414769		3137.635926253082	111257.23790956754		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
216	Luxembourg	2019-01-01		118670.6354934696		15270.892992858624	116304.53333333334		4615.97973274883	116898.89659089362		3137.635926253082	114339.8122285651		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
217	Luxembourg	2020-01-01		122240.18600030836		15270.892992858624	119192.52444444445		4615.97973274883	119770.45315581055		3137.635926253082	117422.38654756267		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
218	Luxembourg	2021-01-01		125847.20729841664		15270.892992858624	122080.51555555557		4615.97973274883	121349.3060126972		3137.635926253082	120513.40627565421		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
219	Luxembourg	2022-01-01		129491.69938779446		15270.892992858624	124968.50666666668		4615.97973274883	126132.19002603451		3137.635926253082	123595.98059465177		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
220	Luxembourg	2023-01-01		133173.6622684418		15270.892992858624	127856.4977777778		4615.97973274883	129959.80974277985		3137.635926253082	126678.55491364934		1531.1946352214795	8.445409093144598	3082.574318997562	Positive Trend
221	Mexico	2011-01-01			16259.384118975468	261.82688018951023		16509.27238095238	538.0563629206187		15557.578504244553	414.36360955567136		15317.166084231343	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
222	Mexico	2012-01-01			16515.864286547843	261.82688018951023		16969.184761904762	538.0563629206187		15995.297081873896	414.36360955567136		15741.435793326702	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
223	Mexico	2013-01-01			17005.50421875696	261.82688018951023		17429.097142857143	538.0563629206187		16505.585821384477	414.36360955567136		16166.867885186686	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
224	Mexico	2014-01-01			17504.106017458213	261.82688018951023		17889.009523809524	538.0563629206187		17003.287043308897	414.36360955567136		16591.137594282045	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
225	Mexico	2015-01-01			18011.6696826516	261.82688018951023		18348.921904761904	538.0563629206187		17470.976691981698	414.36360955567136		17015.40730337752	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
226	Mexico	2016-01-01			18528.195214337127	261.82688018951023		18808.834285714285	538.0563629206187		17908.695269611235	414.36360955567136		17439.67701247288	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
227	Mexico	2017-01-01		19318.25719967004	19053.68261251479	261.82688018951023	19110.168888888886	19268.746666666666	538.0563629206187	18767.012413426968	18418.98400912168	414.36360955567136	18410.88376885315	17865.109104332863	779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
228	Mexico	2018-01-01		19965.829572072005		261.82688018951023	19564.417777777773		538.0563629206187	19281.59793122313		414.36360955567136	18863.159532877617		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
229	Mexico	2019-01-01		20513.08715003868		261.82688018951023	20018.66666666666		538.0563629206187	19792.32205873205		414.36360955567136	19315.435296902084		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
230	Mexico	2020-01-01		21067.91517092896		261.82688018951023	20472.915555555548		538.0563629206187	20299.27075136957		414.36360955567136	19767.71106092655		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
231	Mexico	2021-01-01		21630.31363474285		261.82688018951023	20927.164444444436		538.0563629206187	20796.262002736323		414.36360955567136	20221.225936633302		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
232	Mexico	2022-01-01		22200.282541480352		261.82688018951023	21381.413333333323		538.0563629206187	21310.847520532734		414.36360955567136	20673.50170065777		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
233	Mexico	2023-01-01		22777.82189114146		261.82688018951023	21835.66222222221		538.0563629206187	21821.571648042427		414.36360955567136	21125.777464682353		779.3747323117952	1.2391116822588506	452.2757640245836	Positive Trend
234	Netherlands	2011-01-01			48750.78325382377	4636.9717320761665		47917.9719047619	2227.434531270217		47480.87224581146	2398.4758703372468		46950.49353527231	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
235	Netherlands	2012-01-01			50621.87740969629	4636.9717320761665		49236.9238095238	2227.434531270217		49217.0306062888	2398.4758703372468		48381.16244232748	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
236	Netherlands	2013-01-01			52364.90778156048	4636.9717320761665		50555.87571428571	2227.434531270217		50108.97411051983	2398.4758703372468		49815.75099022407	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
237	Netherlands	2014-01-01			54139.88665435498	4636.9717320761665		51874.82761904761	2227.434531270217		51793.605595071735	2398.4758703372468		51246.41989727924	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
238	Netherlands	2015-01-01			55946.81402807978	4636.9717320761665		53193.77952380951	2227.434531270217		53504.06662250176	2398.4758703372468		52677.08880433394	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
239	Netherlands	2016-01-01			57785.68990273488	4636.9717320761665		54512.73142857142	2227.434531270217		55240.22498297974	2398.4758703372468		54107.7577113891	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
240	Netherlands	2017-01-01		56384.88645387918	59656.514278320275	4636.9717320761665	55737.601851851854	55831.68333333332	2227.434531270217	53866.49364670854	56132.16848721005	2398.4758703372468	54351.039067095146	55542.346259285696	1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
241	Netherlands	2018-01-01		58338.991790839165		4636.9717320761665	57053.193703703706		2227.434531270217	55218.218611028424		2398.4758703372468	55719.86201126082		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
242	Netherlands	2019-01-01		59928.89226807125		4636.9717320761665	58368.78555555556		2227.434531270217	56537.438353481746		2398.4758703372468	57088.68495542696		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
243	Netherlands	2020-01-01		61539.5113674379		4636.9717320761665	59684.37740740741		2227.434531270217	57824.177674925464		2398.4758703372468	58457.50789959263		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
244	Netherlands	2021-01-01		63170.849088939125		4636.9717320761665	60999.96925925926		2227.434531270217	59013.2366562734		2398.4758703372468	59830.08104360569		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
245	Netherlands	2022-01-01		64822.90543257492		4636.9717320761665	62315.561111111114		2227.434531270217	60364.96162059331		2398.4758703372468	61198.90398777183		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
246	Netherlands	2023-01-01		66495.68039834527		4636.9717320761665	63631.152962962966		2227.434531270217	61684.18136304716		2398.4758703372468	62567.726931937505		1702.9611370129692	3.7501998470299323	1368.822944165673	Positive Trend
247	New Zealand	2011-01-01			34545.875888683804	1725.807924994511		33468.97185374391	1234.0667481565092		32825.96921057615	1205.3097106565176		31917.73360211472	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
248	New Zealand	2012-01-01			35647.59218554541	1725.807924994511		34365.24111159212	1234.0667481565092		33724.77022997987	1205.3097106565176		32807.53585084039	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
249	New Zealand	2013-01-01			36925.874527064036	1725.807924994511		35261.51036944033	1234.0667481565092		34707.86620157296	1205.3097106565176		33699.7759139461	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
250	New Zealand	2014-01-01			38237.22654902964	1725.807924994511		36157.77962728854	1234.0667481565092		35978.34921890794	1205.3097106565176		34589.578162671765	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
251	New Zealand	2015-01-01			39581.64825144222	1725.807924994511		37054.04888513675	1234.0667481565092		37063.021923943	1205.3097106565176		35479.38041139743	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
252	New Zealand	2016-01-01			40959.13963430177	1725.807924994511		37950.31814298496	1234.0667481565092		37961.82294334698	1205.3097106565176		36369.18266012287	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
253	New Zealand	2017-01-01		42149.5803896161	42369.70069760829	1725.807924994511	41911.318579953324	38846.58740083317	1234.0667481565092	40546.39904553256	38944.91891494022	1205.3097106565176	38965.687068469124	37261.42272322858	2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
254	New Zealand	2018-01-01		43604.422244278896		1725.807924994511	43286.658867326616		1234.0667481565092	41863.11435057814		1205.3097106565176	39944.592716412386		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
255	New Zealand	2019-01-01		45072.17623381007		1725.807924994511	44607.04097673674		1234.0667481565092	43031.406629021345		1205.3097106565176	40923.49836435565		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
256	New Zealand	2020-01-01		46570.38274760286		1725.807924994511	45898.09903670203		1234.0667481565092	44051.445539196924		1205.3097106565176	41902.40401229891		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
257	New Zealand	2021-01-01		48099.04178565728		1725.807924994511	47216.74936210626		1234.0667481565092	45550.23808972209		1205.3097106565176	42883.991593524115		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
258	New Zealand	2022-01-01		49658.15334797333		1725.807924994511	48530.30866589487		1234.0667481565092	46866.95339476726		1205.3097106565176	43862.897241467144		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
259	New Zealand	2023-01-01		51247.717434551014		1725.807924994511	49839.094199543695		1234.0667481565092	48035.245673211655		1205.3097106565176	44841.802889410406		2393.695148843529	2.6819332820361494	978.905647943262	Positive Trend
260	Norway	2011-01-01						64226.579047619045	9671.885549052877		62113.42224429177	9217.575783021899		61215.997529345565	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
261	Norway	2012-01-01						66308.12809523809	9671.885549052877		65276.111003047736	9217.575783021899		63450.030778257176	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
262	Norway	2013-01-01						68389.67714285714	9671.885549052877		66246.2024296508	9217.575783021899		65690.18466620613	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
263	Norway	2014-01-01						70471.22619047618	9671.885549052877		68790.26294367293	9217.575783021899		67924.21791511774	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
264	Norway	2015-01-01						72552.77523809523	9671.885549052877		71643.8812551853	9217.575783021899		70158.25116402935	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
265	Norway	2016-01-01						74634.32428571428	9671.885549052877		74806.57001394125	9217.575783021899		72392.28441294003	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
266	Norway	2017-01-01					63803.22296296296	76715.87333333332	9671.885549052877	69852.34714035643	75776.66144054363	9217.575783021899	70082.05205622595	74632.43830088992	8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
267	Norway	2018-01-01					65423.60592592592		9671.885549052877	71984.5548640526		9217.575783021899	72071.49970362522		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
268	Norway	2019-01-01					67043.98888888888		9671.885549052877	74100.19691524302		9217.575783021899	74060.94735102449		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
269	Norway	2020-01-01					68664.37185185184		9671.885549052877	76199.18995985165		9217.575783021899	76050.39499842329		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
270	Norway	2021-01-01					70284.7548148148		9671.885549052877	77801.10595115682		9217.575783021899	78045.29318732256		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
271	Norway	2022-01-01					71905.13777777777		9671.885549052877	79933.31367485308		9217.575783021899	80034.74083472136		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
272	Norway	2023-01-01					73525.52074074073		9671.885549052877	82048.95572604373		9217.575783021899	82024.18848212063		8118.9657969771515	5.450541499723635	1989.447647399269	Positive Trend
273	Poland	2011-01-01			24451.1893867268	4339.6903413063665		24567.307027273695	4717.890906758858		22641.41746909475	1368.1259847737063		19920.385419812985	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
274	Poland	2012-01-01			26134.950824642878	4339.6903413063665		26358.16278022078	4717.890906758858		24135.523050088887	1368.1259847737063		20680.246586947003	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
275	Poland	2013-01-01			27913.21859399566	4339.6903413063665		28223.207258841256	4717.890906758858		25440.201674882836	1368.1259847737063		21442.189565497916	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
276	Poland	2014-01-01			29779.654387184863	4339.6903413063665		30162.44046313512	4717.890906758858		27023.051077908734	1368.1259847737063		22202.050732631935	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
277	Poland	2015-01-01			31734.258204210477	4339.6903413063665		32175.862393102372	4717.890906758858		28561.37413834581	1368.1259847737063		22961.911899765953	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
278	Poland	2016-01-01			33777.030045072504	4339.6903413063665		34263.47304874301	4717.890906758858		30055.479719342085	1368.1259847737063		23721.773066899972	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
279	Poland	2017-01-01		31670.726245392092	35907.969909770945	4339.6903413063665	31445.797767826047	36425.27243005704	4717.890906758858	29450.19210376803	31360.158344133975	1368.1259847737063	27245.33902058797	24483.716045450652	3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
280	Poland	2018-01-01		33396.233667333094		4339.6903413063665	32967.885535652094		4717.890906758858	30727.780920168705		1368.1259847737063	28148.391006033635		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
281	Poland	2019-01-01		35115.122010582425		4339.6903413063665	34489.97330347814		4717.890906758858	31956.659747668655		1368.1259847737063	29051.442991479067		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
282	Poland	2020-01-01		36888.21302649877		4339.6903413063665	36012.06107130418		4717.890906758858	33136.840793604264		1368.1259847737063	29954.494976924732		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
283	Poland	2021-01-01		38715.506715082134		4339.6903413063665	37534.14883913023		4717.890906758858	34295.74074021292		1368.1259847737063	30860.021077399142		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
284	Poland	2022-01-01		40597.00307633251		4339.6903413063665	39056.23660695627		4717.890906758858	35573.32955661347		1368.1259847737063	31763.073062844807		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
285	Poland	2023-01-01		42532.7021102499		4339.6903413063665	40578.324374782314		4717.890906758858	36802.20838411377		1368.1259847737063	32666.125048290472		3808.477591048354	2.4741150286182214	903.0519854456652	Positive Trend
286	Portugal	2011-01-01			26741.86322102683	2659.2486966041242		27495.321428571428	962.8499523491575		28132.197915749246	1749.420724029194		27814.92090244312	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
287	Portugal	2012-01-01			26102.3297580605	2659.2486966041242		28210.432857142856	962.8499523491575		29058.48062586401	1749.420724029194		28622.374879527604	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
288	Portugal	2013-01-01			26478.06612752644	2659.2486966041242		28925.544285714284	962.8499523491575		29720.91979735403	1749.420724029194		29432.041059289128	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
289	Portugal	2014-01-01			26821.614989805443	2659.2486966041242		29640.655714285713	962.8499523491575		30635.706529083847	1749.420724029194		30239.495036373613	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
290	Portugal	2015-01-01			27132.976344897506	2659.2486966041242		30355.76714285714	962.8499523491575		31556.2290294225	1749.420724029194		31046.9490134581	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
291	Portugal	2016-01-01			27412.15019280263	2659.2486966041242		31070.87857142857	962.8499523491575		32482.511739537793	1749.420724029194		31854.402990542818	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
292	Portugal	2017-01-01		33650.82407911186	27659.136533520814	2659.2486966041242	33463.15948141567	31785.989999999998	962.8499523491575	31716.2934396685	33144.95091102724	1749.420724029194	31835.632519588806	32664.06917030411	1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
293	Portugal	2018-01-01		34611.73451850235		2659.2486966041242	34231.23328409442		962.8499523491575	32539.303631739618		1749.420724029194	32601.535700108157		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
294	Portugal	2019-01-01		35555.56062411969		2659.2486966041242	34999.30708677317		962.8499523491575	33265.66411255234		1749.420724029194	33367.43888062751		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
295	Portugal	2020-01-01		36511.304930758655		2659.2486966041242	35767.380889451924		962.8499523491575	33895.42823499904		1749.420724029194	34133.34206114663		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
296	Portugal	2021-01-01		37478.967438419255		2659.2486966041242	36535.454692130676		962.8499523491575	34704.6117174948		1749.420724029194	34901.34360654419		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
297	Portugal	2022-01-01		38458.54814710149		2659.2486966041242	37303.52849480943		962.8499523491575	35527.62190956557		1749.420724029194	35667.24678706331		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
298	Portugal	2023-01-01		39450.04705680535		2659.2486966041242	38071.60229748818		962.8499523491575	36253.98239037883		1749.420724029194	36433.14996758266		1356.311258878101	2.0983648781350035	765.9031805193517	Positive Trend
299	Slovakia	2011-01-01			27588.0279623482	4549.935515261601		26819.19210526316	908.6716054264035		26349.528320008478	2016.7622082705689		24319.94737578393	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
300	Slovakia	2012-01-01			29289.59548489059	4549.935515261601		27803.384210526317	908.6716054264035		27944.282632399078	2016.7622082705689		25339.671102900058	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
301	Slovakia	2013-01-01			31103.53079802081	4549.935515261601		28787.576315789476	908.6716054264035		29108.90594236437	2016.7622082705689		26362.1885936521	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
302	Slovakia	2014-01-01			32983.27634664212	4549.935515261601		29771.768421052635	908.6716054264035		30664.776783363443	2016.7622082705689		27381.912320768228	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
303	Slovakia	2015-01-01			34928.832130754505	4549.935515261601		30755.960526315794	908.6716054264035		32240.0995624668	2016.7622082705689		28401.636047884356	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
304	Slovakia	2016-01-01			36940.19815035798	4549.935515261601		31740.152631578952	908.6716054264035		33834.85387485796	2016.7622082705689		29421.359775000485	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
305	Slovakia	2017-01-01		33823.34433510754	39017.37440545254	4549.935515261601	33380.654800000004	32724.34473684211	908.6716054264035	32347.527220276366	34999.47718482262	2016.7622082705689	31580.704769786447	30443.877265752526	1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
306	Slovakia	2018-01-01		35359.67520025991		4549.935515261601	34390.08960000001		908.6716054264035	33597.77576557197		2016.7622082705689	32663.38555557141		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
307	Slovakia	2019-01-01		36895.44113569913		4549.935515261601	35399.52440000001		908.6716054264035	34809.261462537484		2016.7622082705689	33746.06634135684		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
308	Slovakia	2020-01-01		38466.59641925315		4549.935515261601	36408.95920000001		908.6716054264035	35982.06121320534		2016.7622082705689	34828.7471271418		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
309	Slovakia	2021-01-01		40073.14105092195		4549.935515261601	37418.394000000015		908.6716054264035	36972.05266141145		2016.7622082705689	35914.3941616551		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
310	Slovakia	2022-01-01		41715.07503070554		4549.935515261601	38427.82880000002		908.6716054264035	38222.30120670727		2016.7622082705689	36997.07494744053		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
311	Slovakia	2023-01-01		43392.398358603925		4549.935515261601	39437.26360000002		908.6716054264035	39433.78690367394		2016.7622082705689	38079.755733225495		1526.2199592139616	2.966248728178532	1082.6807857849635	Positive Trend
312	Albania	2011-01-01			11093.297893784436	3120.640053487876		10787.49	1287.4418153066167		8899.09464942668	1315.047494932377		8844.976525661768	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
313	Albania	2012-01-01			12131.888228693746	3120.640053487876		11367.23	1287.4418153066167		9215.095829980259	1315.047494932377		9230.956102538155	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
314	Albania	2013-01-01			13091.948188476745	3120.640053487876		11946.97	1287.4418153066167		9548.870259007967	1315.047494932377		9617.993157707388	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
315	Albania	2014-01-01			14094.704324980183	3120.640053487876		12526.71	1287.4418153066167		10042.953805854246	1315.047494932377		10003.972734583775	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
316	Albania	2015-01-01			15140.15663820406	3120.640053487876		13106.449999999999	1287.4418153066167		10448.00520952196	1315.047494932377		10389.952311460278	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
317	Albania	2016-01-01			16228.305128148377	3120.640053487876		13686.189999999999	1287.4418153066167		10764.006390075794	1315.047494932377		10775.931888336665	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
318	Albania	2017-01-01		13908.618693104527	17359.149794813133	3120.640053487876	13996.350000000002	14265.929999999998	1287.4418153066167	12859.060260740282	11097.780819103451	1315.047494932377	12071.280723665026	11162.968943505897	1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
319	Albania	2018-01-01		14721.374890590683		3120.640053487876	15049.250000000004		1287.4418153066167	13533.529987423142		1315.047494932377	12504.21373395552		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
320	Albania	2019-01-01		15566.65303927636		3120.640053487876	16102.150000000005		1287.4418153066167	14091.929692709124		1315.047494932377	12937.146744245896		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
321	Albania	2020-01-01		16442.08186481195		3120.640053487876	17155.050000000007		1287.4418153066167	14534.299819484304		1315.047494932377	13370.07975453639		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
322	Albania	2021-01-01		17347.661367197452		3120.640053487876	18207.950000000008		1287.4418153066167	15067.87393269306		1315.047494932377	13804.198882663273		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
323	Albania	2022-01-01		18283.391546432867		3120.640053487876	19260.85000000001		1287.4418153066167	15742.343659375518		1315.047494932377	14237.131892953767		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
324	Albania	2023-01-01		19249.272402518196		3120.640053487876	20313.75000000001		1287.4418153066167	16300.743364662214		1315.047494932377	14670.06490324426		1312.016968662145	1.1861178364122302	432.93301029049326	Positive Trend
325	Algeria	2011-01-01			13384.468083570688	545.8545460077036		13304.277509075546	404.677790356104		12977.250780104614	328.10884445348944		12678.404984015157	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
326	Algeria	2012-01-01			13803.66778417178	545.8545460077036		13593.750606850128	404.677790356104		13356.92433381706	328.10884445348944		13026.25651502912	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
327	Algeria	2013-01-01			14235.2220462767	545.8545460077036		13845.133659283922	404.677790356104		13576.73973425663	328.10884445348944		13375.061063936213	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
328	Algeria	2014-01-01			14685.241131805302	545.8545460077036		14070.098122711874	404.677790356104		13882.07843941731	328.10884445348944		13722.91259495006	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
329	Algeria	2015-01-01			15153.725040757585	545.8545460077036		14268.390315032588	404.677790356104		14224.76949997383	328.10884445348944		14070.764125963906	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
330	Algeria	2016-01-01			15640.673773133549	545.8545460077036		14444.510461907164	404.677790356104		14604.44305368442	328.10884445348944		14418.615656977752	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
331	Algeria	2017-01-01		15636.373554768634	16146.087328933194	545.8545460077036	15564.220644522373	14600.337966910298	404.677790356104	15338.584490941541	14824.25845412574	328.10884445348944	15124.631464930368	14767.420205884846	486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
332	Algeria	2018-01-01		15977.48857664023		545.8545460077036	15794.940131918847		404.677790356104	15771.186670868714		328.10884445348944	15490.975206893752		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
333	Algeria	2019-01-01		16340.636033559918		545.8545460077036	16010.745339777935		404.677790356104	16197.068180207254		328.10884445348944	15857.318948857137		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
334	Algeria	2020-01-01		16715.94623224015		545.8545460077036	16203.128374598213		404.677790356104	16616.18430399218		328.10884445348944	16223.662690820405		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
335	Algeria	2021-01-01		17103.41917268092		545.8545460077036	16378.763643204118		404.677790356104	16925.694957034568		328.10884445348944	16591.010114268633		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
336	Algeria	2022-01-01		17503.054854882233		545.8545460077036	16537.217564200295		404.677790356104	17358.297136961675		328.10884445348944	16957.3538562319		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
337	Algeria	2023-01-01		17914.85327884409		545.8545460077036	16681.016361636244		404.677790356104	17784.178646300046		328.10884445348944	17323.697598195286		486.1788288959904	1.0036814848310789	366.3437419633847	Positive Trend
